#Mean	37.813
#Median	37
#Mode	36
#STDev	5.963
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	5
21	7
22	10
23	21
24	44
25	45
26	109
27	215
28	325
29	453
30	598
31	750
32	917
33	1120
34	1162
35	1350
36	1458
37	1429
38	1404
39	1260
40	1121
41	971
42	794
43	694
44	600
45	501
46	379
47	322
48	286
49	202
50	172
51	138
52	144
53	116
54	108
55	67
56	39
57	31
58	12
59	8
60	2
61	0
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
