#Mean	37.824
#Median	37
#Mode	38
#STDev	5.942
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	2
21	8
22	13
23	18
24	42
25	68
26	104
27	213
28	332
29	461
30	597
31	757
32	937
33	1049
34	1177
35	1300
36	1361
37	1433
38	1440
39	1286
40	1193
41	984
42	801
43	719
44	575
45	494
46	373
47	357
48	290
49	200
50	204
51	161
52	128
53	99
54	99
55	62
56	38
57	16
58	9
59	6
60	2
61	4
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
