#Mean	37.789
#Median	37
#Mode	37
#STDev	5.939
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	1
21	6
22	8
23	20
24	31
25	76
26	103
27	223
28	334
29	441
30	618
31	748
32	931
33	1006
34	1163
35	1344
36	1354
37	1439
38	1383
39	1330
40	1124
41	966
42	816
43	699
44	538
45	464
46	406
47	293
48	260
49	222
50	173
51	163
52	125
53	129
54	84
55	69
56	48
57	20
58	9
59	4
60	0
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
