#Mean	37.747
#Median	37
#Mode	37
#STDev	5.951
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	3
21	3
22	12
23	11
24	26
25	69
26	112
27	212
28	339
29	476
30	680
31	813
32	904
33	1020
34	1247
35	1250
36	1372
37	1558
38	1450
39	1265
40	1123
41	932
42	817
43	679
44	606
45	455
46	389
47	309
48	256
49	231
50	174
51	166
52	122
53	122
54	87
55	72
56	51
57	24
58	10
59	3
60	1
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
