#Mean	37.824
#Median	37
#Mode	37
#STDev	5.940
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	2
21	6
22	5
23	17
24	25
25	80
26	114
27	203
28	330
29	458
30	587
31	791
32	951
33	1040
34	1172
35	1275
36	1380
37	1515
38	1398
39	1374
40	1147
41	898
42	876
43	745
44	575
45	447
46	398
47	284
48	276
49	226
50	185
51	150
52	149
53	110
54	81
55	75
56	45
57	33
58	9
59	3
60	4
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
