#Mean	37.882
#Median	37
#Mode	38
#STDev	6.012
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	3
21	5
22	14
23	31
24	30
25	72
26	124
27	206
28	315
29	461
30	572
31	720
32	877
33	1025
34	1099
35	1151
36	1415
37	1361
38	1422
39	1285
40	1125
41	975
42	853
43	708
44	517
45	431
46	400
47	329
48	259
49	214
50	161
51	158
52	146
53	146
54	99
55	48
56	49
57	24
58	12
59	8
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
