#Mean	37.727
#Median	37
#Mode	37
#STDev	5.950
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	5
22	12
23	13
24	49
25	69
26	124
27	196
28	293
29	516
30	639
31	774
32	957
33	1036
34	1237
35	1267
36	1349
37	1449
38	1386
39	1301
40	1101
41	954
42	764
43	745
44	587
45	481
46	382
47	295
48	251
49	212
50	183
51	146
52	125
53	110
54	104
55	77
56	34
57	24
58	8
59	3
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
