#Mean	37.799
#Median	37
#Mode	38
#STDev	5.925
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	3
21	4
22	8
23	22
24	41
25	58
26	124
27	198
28	339
29	461
30	602
31	777
32	908
33	971
34	1172
35	1228
36	1376
37	1445
38	1448
39	1308
40	1194
41	973
42	789
43	689
44	558
45	471
46	381
47	301
48	257
49	213
50	184
51	175
52	120
53	127
54	88
55	59
56	39
57	17
58	7
59	2
60	1
61	6
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
