#Mean	37.796
#Median	37
#Mode	38
#STDev	6.011
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	1
21	7
22	8
23	26
24	28
25	70
26	138
27	221
28	329
29	504
30	627
31	753
32	968
33	1071
34	1159
35	1307
36	1453
37	1405
38	1457
39	1268
40	1178
41	968
42	831
43	699
44	556
45	511
46	419
47	333
48	239
49	218
50	190
51	171
52	140
53	116
54	90
55	78
56	48
57	25
58	13
59	3
60	8
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
