#Mean	37.875
#Median	37
#Mode	37
#STDev	5.970
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	1
14	1
15	0
16	0
17	0
18	0
19	0
20	3
21	8
22	17
23	21
24	34
25	59
26	117
27	187
28	316
29	471
30	621
31	742
32	887
33	958
34	1200
35	1230
36	1325
37	1439
38	1421
39	1291
40	1120
41	977
42	846
43	701
44	605
45	483
46	387
47	314
48	252
49	227
50	201
51	136
52	140
53	124
54	90
55	63
56	37
57	22
58	12
59	9
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
