#Mean	37.778
#Median	37
#Mode	37
#STDev	5.902
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	3
21	3
22	8
23	11
24	40
25	61
26	125
27	200
28	304
29	499
30	615
31	732
32	913
33	1018
34	1149
35	1321
36	1375
37	1480
38	1442
39	1235
40	1161
41	969
42	867
43	700
44	547
45	450
46	365
47	294
48	273
49	225
50	192
51	127
52	133
53	104
54	85
55	67
56	40
57	24
58	10
59	7
60	3
61	2
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
