#Mean	37.797
#Median	37
#Mode	38
#STDev	5.938
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	5
22	10
23	16
24	30
25	66
26	118
27	216
28	328
29	483
30	671
31	793
32	841
33	1046
34	1146
35	1299
36	1407
37	1398
38	1459
39	1333
40	1187
41	1001
42	820
43	688
44	553
45	481
46	401
47	322
48	278
49	214
50	184
51	148
52	124
53	119
54	91
55	64
56	40
57	25
58	7
59	4
60	6
61	1
62	1
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
