#Mean	37.819
#Median	37
#Mode	38
#STDev	5.907
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	7
22	14
23	17
24	40
25	55
26	121
27	185
28	327
29	457
30	646
31	733
32	900
33	1029
34	1143
35	1279
36	1382
37	1352
38	1436
39	1351
40	1165
41	927
42	874
43	686
44	597
45	471
46	365
47	318
48	263
49	215
50	191
51	146
52	138
53	139
54	79
55	59
56	30
57	18
58	4
59	4
60	2
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
