#Mean	37.797
#Median	37
#Mode	37
#STDev	5.961
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	1
21	6
22	10
23	24
24	28
25	59
26	122
27	212
28	335
29	429
30	627
31	799
32	917
33	1047
34	1221
35	1322
36	1378
37	1436
38	1420
39	1313
40	1147
41	945
42	814
43	727
44	554
45	502
46	374
47	346
48	260
49	189
50	171
51	140
52	153
53	119
54	100
55	77
56	33
57	26
58	12
59	6
60	3
61	2
62	3
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
