#Mean	37.815
#Median	37
#Mode	37
#STDev	5.997
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	6
21	9
22	13
23	25
24	36
25	71
26	112
27	200
28	343
29	502
30	653
31	758
32	929
33	1011
34	1130
35	1285
36	1388
37	1430
38	1429
39	1273
40	1186
41	1016
42	835
43	714
44	618
45	482
46	365
47	322
48	244
49	220
50	178
51	175
52	132
53	136
54	101
55	66
56	33
57	23
58	15
59	5
60	3
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
