#Mean	37.861
#Median	37
#Mode	38
#STDev	5.961
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	3
21	10
22	14
23	19
24	36
25	56
26	136
27	186
28	332
29	465
30	615
31	720
32	882
33	1069
34	1162
35	1248
36	1415
37	1384
38	1425
39	1363
40	1130
41	1014
42	853
43	713
44	564
45	457
46	401
47	316
48	265
49	221
50	205
51	148
52	128
53	116
54	86
55	67
56	58
57	28
58	9
59	3
60	0
61	1
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
