#Mean	37.864
#Median	37
#Mode	38
#STDev	5.992
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	2
20	5
21	9
22	10
23	13
24	50
25	69
26	106
27	219
28	319
29	457
30	607
31	739
32	922
33	1065
34	1100
35	1236
36	1409
37	1439
38	1448
39	1256
40	1091
41	992
42	832
43	674
44	563
45	514
46	379
47	372
48	283
49	212
50	208
51	168
52	139
53	120
54	67
55	70
56	44
57	19
58	11
59	6
60	1
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
