#Mean	37.808
#Median	37
#Mode	37
#STDev	5.930
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	0
21	12
22	16
23	22
24	37
25	45
26	103
27	196
28	306
29	415
30	607
31	828
32	991
33	1024
34	1144
35	1314
36	1424
37	1461
38	1422
39	1347
40	1097
41	998
42	830
43	669
44	523
45	462
46	417
47	331
48	248
49	211
50	190
51	140
52	127
53	129
54	122
55	68
56	30
57	17
58	17
59	3
60	2
61	1
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
