#Mean	37.725
#Median	37
#Mode	37
#STDev	5.891
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	0
21	6
22	13
23	24
24	37
25	54
26	132
27	212
28	309
29	450
30	598
31	762
32	922
33	1057
34	1151
35	1347
36	1414
37	1493
38	1471
39	1256
40	1112
41	933
42	816
43	677
44	565
45	475
46	379
47	319
48	254
49	205
50	157
51	141
52	121
53	112
54	91
55	72
56	39
57	19
58	12
59	5
60	3
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
