#Mean	37.864
#Median	37
#Mode	37
#STDev	5.940
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	0
20	5
21	3
22	8
23	21
24	37
25	48
26	114
27	214
28	304
29	437
30	584
31	763
32	933
33	1029
34	1152
35	1260
36	1375
37	1479
38	1474
39	1363
40	1105
41	1023
42	869
43	648
44	585
45	454
46	349
47	328
48	250
49	195
50	187
51	156
52	144
53	113
54	109
55	65
56	44
57	27
58	18
59	3
60	4
61	2
62	3
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
