#Mean	37.819
#Median	37
#Mode	37
#STDev	5.998
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	3
21	6
22	12
23	18
24	49
25	55
26	120
27	190
28	335
29	501
30	629
31	726
32	967
33	1007
34	1112
35	1293
36	1367
37	1462
38	1406
39	1293
40	1108
41	898
42	823
43	721
44	561
45	461
46	410
47	318
48	269
49	238
50	201
51	161
52	136
53	107
54	96
55	64
56	44
57	27
58	9
59	5
60	2
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
