#Mean	37.837
#Median	37
#Mode	37
#STDev	5.989
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	1
21	6
22	12
23	26
24	35
25	64
26	118
27	207
28	319
29	452
30	588
31	750
32	915
33	1031
34	1187
35	1257
36	1335
37	1424
38	1354
39	1309
40	1177
41	969
42	826
43	681
44	578
45	473
46	383
47	293
48	270
49	203
50	161
51	174
52	113
53	117
54	91
55	82
56	54
57	24
58	15
59	10
60	2
61	2
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
