#Mean	37.746
#Median	37
#Mode	37
#STDev	5.924
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	3
21	6
22	10
23	16
24	32
25	60
26	121
27	208
28	329
29	506
30	639
31	755
32	926
33	1020
34	1198
35	1307
36	1374
37	1500
38	1420
39	1350
40	1145
41	971
42	882
43	649
44	528
45	447
46	379
47	325
48	248
49	231
50	154
51	160
52	142
53	123
54	94
55	70
56	37
57	22
58	10
59	0
60	3
61	1
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
