#Mean	37.831
#Median	37
#Mode	37
#STDev	5.944
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	5
21	7
22	8
23	19
24	41
25	54
26	127
27	197
28	321
29	486
30	608
31	780
32	863
33	1024
34	1151
35	1259
36	1353
37	1462
38	1440
39	1344
40	1149
41	952
42	819
43	743
44	565
45	465
46	399
47	300
48	249
49	223
50	196
51	146
52	148
53	122
54	100
55	63
56	42
57	19
58	5
59	3
60	0
61	1
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
