#Mean	524.560
#Median	515
#Mode	515
#STDev	131.824
#PercentOfPairs	100.000
#InsertSize	Count
22	1
33	1
38	2
66	1
81	1
83	1
86	1
93	1
94	1
98	1
99	1
104	1
107	2
109	1
112	2
115	2
117	1
119	1
123	1
124	1
125	4
126	2
129	4
130	2
131	2
132	1
133	1
134	2
136	1
137	3
138	1
139	4
140	1
141	2
143	3
144	2
147	2
148	2
149	2
150	2
152	4
155	1
156	2
157	1
159	5
160	2
161	3
162	1
163	4
164	2
165	6
166	1
168	1
169	2
170	2
171	2
172	2
174	1
175	1
177	2
179	2
181	1
182	3
183	3
184	4
185	1
186	2
187	2
189	2
190	2
191	3
192	1
194	2
195	2
196	1
198	3
199	3
200	2
201	4
202	1
204	4
205	7
206	1
207	2
209	1
210	2
211	1
212	2
213	2
214	2
215	1
216	3
217	1
218	2
219	2
220	1
221	5
222	3
223	4
225	3
227	2
228	2
229	2
231	2
232	3
233	8
234	2
235	2
237	5
238	2
239	4
240	2
241	6
242	2
243	4
244	8
245	5
246	1
247	4
248	2
249	5
250	9
251	5
252	6
253	4
254	6
255	2
256	3
257	4
258	8
259	4
260	3
261	4
262	5
263	1
264	3
265	7
266	5
267	5
268	7
269	5
270	8
271	3
272	3
273	5
274	4
275	5
276	10
277	2
278	5
279	5
280	6
281	4
282	4
283	5
284	3
285	5
286	3
287	5
288	4
289	4
290	5
291	7
292	5
293	12
294	3
295	5
296	6
297	7
298	12
299	6
300	6
301	7
302	3
303	12
304	10
305	7
306	6
307	11
308	10
309	8
310	12
311	5
312	9
313	15
314	5
315	15
316	12
317	4
318	10
319	7
320	12
321	7
322	13
323	16
324	6
325	8
326	12
327	14
328	16
329	16
330	17
331	10
332	11
333	19
334	15
335	11
336	10
337	19
338	22
339	14
340	21
341	10
342	13
343	8
344	8
345	15
346	11
347	17
348	19
349	23
350	21
351	17
352	23
353	21
354	13
355	14
356	19
357	23
358	18
359	22
360	16
361	26
362	25
363	24
364	29
365	23
366	29
367	23
368	22
369	25
370	28
371	24
372	35
373	37
374	29
375	18
376	26
377	39
378	23
379	17
380	32
381	40
382	31
383	32
384	35
385	32
386	31
387	33
388	31
389	33
390	26
391	41
392	36
393	34
394	28
395	19
396	59
397	41
398	40
399	30
400	27
401	40
402	40
403	41
404	31
405	41
406	51
407	38
408	44
409	53
410	42
411	49
412	50
413	46
414	55
415	37
416	44
417	56
418	46
419	45
420	50
421	53
422	36
423	59
424	58
425	53
426	56
427	53
428	60
429	56
430	60
431	55
432	44
433	75
434	49
435	42
436	47
437	74
438	54
439	64
440	60
441	60
442	64
443	59
444	60
445	60
446	61
447	56
448	59
449	68
450	69
451	62
452	55
453	61
454	51
455	55
456	66
457	51
458	57
459	67
460	62
461	74
462	76
463	71
464	67
465	68
466	66
467	62
468	59
469	61
470	63
471	71
472	62
473	70
474	53
475	61
476	79
477	75
478	61
479	48
480	71
481	75
482	64
483	71
484	82
485	60
486	64
487	70
488	67
489	76
490	81
491	72
492	67
493	73
494	59
495	62
496	60
497	67
498	76
499	68
500	66
501	52
502	67
503	67
504	81
505	80
506	65
507	68
508	71
509	73
510	60
511	74
512	66
513	87
514	60
515	91
516	54
517	83
518	81
519	76
520	57
521	67
522	54
523	70
524	62
525	70
526	58
527	56
528	72
529	66
530	75
531	71
532	75
533	57
534	53
535	63
536	52
537	63
538	51
539	86
540	69
541	59
542	50
543	61
544	71
545	67
546	50
547	77
548	56
549	46
550	59
551	64
552	57
553	71
554	51
555	55
556	49
557	65
558	62
559	71
560	56
561	56
562	47
563	56
564	55
565	57
566	62
567	51
568	61
569	70
570	51
571	55
572	54
573	55
574	39
575	40
576	43
577	40
578	54
579	59
580	56
581	62
582	57
583	52
584	55
585	41
586	50
587	45
588	42
589	54
590	42
591	65
592	44
593	52
594	45
595	42
596	52
597	48
598	46
599	53
600	45
601	33
602	41
603	39
604	34
605	39
606	35
607	51
608	49
609	40
610	45
611	43
612	44
613	64
614	54
615	51
616	44
617	45
618	36
619	35
620	37
621	48
622	40
623	32
624	33
625	32
626	38
627	25
628	38
629	32
630	31
631	34
632	41
633	41
634	30
635	39
636	31
637	33
638	37
639	23
640	31
641	40
642	33
643	29
644	22
645	38
646	32
647	33
648	22
649	33
650	26
651	26
652	28
653	43
654	37
655	31
656	31
657	15
658	26
659	24
660	29
661	25
662	29
663	17
664	22
665	15
666	18
667	19
668	32
669	28
670	15
671	18
672	27
673	22
674	25
675	24
676	30
677	27
678	26
679	14
680	25
681	16
682	19
683	27
684	17
685	28
686	17
687	32
688	31
689	16
690	18
691	22
692	26
693	22
694	18
695	19
696	19
697	19
698	14
699	15
700	28
701	19
702	34
703	22
704	12
705	17
706	22
707	16
708	15
709	15
710	23
711	20
712	25
713	13
714	21
715	11
716	17
717	9
718	14
719	20
720	17
721	18
722	16
723	16
724	9
725	9
726	15
727	11
728	8
729	9
730	14
731	10
732	17
733	8
734	10
735	18
736	11
737	9
738	21
739	12
740	8
741	5
742	10
743	6
744	18
745	8
746	15
747	12
748	11
749	13
750	16
751	14
752	9
753	8
754	5
755	5
756	8
757	7
758	7
759	12
760	7
761	8
762	14
763	10
764	11
765	5
766	7
767	7
768	6
769	9
770	4
771	6
772	9
773	13
774	5
775	3
776	9
777	10
778	14
779	6
780	6
781	7
782	10
783	11
784	7
785	8
786	4
787	10
788	7
789	7
790	9
791	7
792	6
793	3
794	7
795	10
796	4
797	10
798	6
799	8
800	6
801	4
803	3
804	2
805	7
806	2
807	10
808	4
809	5
810	1
811	5
812	8
813	5
814	2
815	10
816	2
817	3
818	1
819	2
820	4
821	5
822	4
823	1
824	4
825	4
826	3
827	3
828	2
829	1
830	7
831	4
832	6
833	2
834	6
835	2
836	2
837	1
838	3
839	5
840	3
841	3
842	3
843	3
844	6
845	2
846	2
847	4
848	3
849	1
850	1
852	2
853	4
854	4
855	2
856	4
857	2
858	5
859	2
861	2
862	8
863	2
864	1
865	1
866	3
867	1
868	1
869	5
870	2
871	3
872	4
873	1
874	2
875	1
876	5
878	4
879	3
882	2
884	2
888	2
889	1
890	3
891	1
895	3
896	1
899	1
900	3
901	2
902	2
903	1
906	1
907	2
908	2
911	2
912	1
913	1
915	1
916	3
920	2
921	2
922	3
926	2
932	1
934	2
935	2
937	1
940	1
941	2
942	1
944	1
947	4
948	1
954	1
955	2
959	3
960	1
961	1
967	1
969	1
970	1
973	1
974	1
980	2
986	1
992	1
993	2
998	1
999	2
1003	1
1004	2
1005	1
1010	1
1016	1
1023	1
1024	2
1048	2
1055	1
1066	2
1076	1
1087	1
1090	2
1104	1
1115	1
1119	1
1143	1
1155	1
1166	1
1173	1
1178	2
1188	1
1246	1
1252	1
1259	1
1296	1
1309	2
1336	1
1379	1
1460	1
1514	1
1555	1
1563	1
1567	1
1569	1
1570	1
1633	1
1636	1
1655	1
1678	1
1726	1
1755	1
1802	1
1821	1
1844	1
1845	1
1855	1
1875	1
1885	1
1897	1
1955	1
1990	1
1996	1
