#Mean	37.872
#Median	37
#Mode	37
#STDev	5.944
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	0
21	9
22	8
23	25
24	32
25	57
26	144
27	189
28	306
29	442
30	606
31	731
32	913
33	1072
34	1189
35	1312
36	1378
37	1468
38	1367
39	1318
40	1124
41	986
42	819
43	762
44	597
45	500
46	397
47	337
48	261
49	206
50	185
51	147
52	146
53	109
54	93
55	79
56	37
57	19
58	15
59	4
60	3
61	1
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
