#Mean	37.806
#Median	37
#Mode	37
#STDev	6.009
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	6
21	7
22	14
23	14
24	37
25	77
26	139
27	204
28	329
29	493
30	641
31	757
32	948
33	982
34	1144
35	1263
36	1418
37	1438
38	1360
39	1334
40	1152
41	969
42	831
43	671
44	589
45	495
46	390
47	329
48	263
49	222
50	177
51	155
52	147
53	141
54	87
55	70
56	34
57	25
58	11
59	5
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
