#Mean	37.828
#Median	37
#Mode	36
#STDev	5.918
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	4
21	8
22	9
23	14
24	42
25	64
26	88
27	196
28	327
29	483
30	614
31	755
32	946
33	1004
34	1170
35	1225
36	1447
37	1372
38	1396
39	1389
40	1148
41	954
42	867
43	689
44	611
45	471
46	382
47	306
48	253
49	188
50	189
51	182
52	131
53	110
54	102
55	61
56	36
57	20
58	10
59	3
60	4
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
