#Mean	37.756
#Median	37
#Mode	36
#STDev	5.924
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	3
21	7
22	9
23	12
24	33
25	64
26	139
27	183
28	318
29	463
30	602
31	765
32	932
33	1024
34	1191
35	1292
36	1472
37	1457
38	1371
39	1377
40	1126
41	906
42	816
43	639
44	518
45	432
46	386
47	359
48	278
49	208
50	153
51	151
52	139
53	125
54	89
55	57
56	41
57	27
58	17
59	2
60	3
61	0
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
