#Mean	37.777
#Median	37
#Mode	37
#STDev	5.913
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	4
21	6
22	11
23	21
24	31
25	61
26	128
27	213
28	321
29	477
30	662
31	759
32	890
33	1007
34	1126
35	1291
36	1412
37	1459
38	1459
39	1341
40	1118
41	969
42	799
43	652
44	613
45	498
46	379
47	343
48	276
49	210
50	204
51	140
52	119
53	121
54	95
55	48
56	25
57	23
58	10
59	2
60	2
61	1
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
