#Mean	37.834
#Median	37
#Mode	37
#STDev	5.891
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	2
20	1
21	4
22	13
23	23
24	36
25	66
26	118
27	216
28	298
29	435
30	626
31	785
32	882
33	971
34	1175
35	1322
36	1385
37	1489
38	1397
39	1359
40	1139
41	966
42	829
43	680
44	576
45	519
46	417
47	343
48	279
49	247
50	167
51	144
52	145
53	106
54	76
55	47
56	34
57	21
58	5
59	6
60	2
61	0
62	0
63	1
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
