#Mean	37.890
#Median	37
#Mode	37
#STDev	6.027
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	2
21	8
22	13
23	30
24	39
25	53
26	95
27	206
28	322
29	502
30	618
31	753
32	872
33	1121
34	1166
35	1205
36	1349
37	1427
38	1413
39	1353
40	1111
41	996
42	851
43	736
44	552
45	479
46	439
47	317
48	231
49	183
50	194
51	159
52	154
53	140
54	121
55	75
56	44
57	24
58	13
59	6
60	0
61	0
62	1
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
