#Mean	37.875
#Median	37
#Mode	38
#STDev	5.948
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	0
20	3
21	7
22	6
23	16
24	35
25	72
26	110
27	209
28	294
29	453
30	590
31	765
32	875
33	966
34	1111
35	1263
36	1371
37	1393
38	1437
39	1302
40	1161
41	966
42	825
43	670
44	557
45	481
46	386
47	324
48	265
49	200
50	181
51	144
52	133
53	120
54	80
55	80
56	44
57	20
58	9
59	8
60	3
61	1
62	1
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
