#Mean	37.819
#Median	37
#Mode	37
#STDev	5.942
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	3
20	0
21	3
22	16
23	19
24	37
25	64
26	115
27	206
28	321
29	460
30	620
31	758
32	936
33	1105
34	1108
35	1327
36	1347
37	1493
38	1479
39	1274
40	1129
41	995
42	780
43	750
44	569
45	480
46	426
47	310
48	261
49	209
50	177
51	177
52	157
53	109
54	90
55	58
56	32
57	33
58	10
59	2
60	3
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
