#Deviation	2.4115	2.7190
#Avg_STDev	6.105
#Diversity	3.632
#Entropy	0.037
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.586	21.533	24.101	35.203	24.310	23.759
2	35.609	21.630	22.691	35.660	25.233	23.959
3	35.799	21.896	23.407	35.689	25.354	23.755
4	35.819	21.963	23.428	35.688	25.379	24.123
5	35.860	22.065	23.304	35.642	25.237	22.969
6	36.067	22.339	24.175	35.741	25.525	23.258
7	35.998	22.245	23.999	35.671	25.315	23.773
8	35.974	22.231	24.245	35.607	25.151	23.525
9	36.015	22.259	23.785	35.670	25.306	23.997
10	35.957	22.241	24.038	35.587	25.089	23.978
11	36.091	22.390	24.580	35.732	25.538	24.494
12	35.989	22.266	26.814	35.544	24.955	23.534
13	36.044	22.310	24.886	35.673	25.318	24.264
14	36.001	22.269	25.970	35.536	24.899	23.647
15	35.979	22.236	24.702	35.564	25.001	23.701
16	35.990	22.286	26.031	35.486	24.817	23.629
17	35.938	22.196	24.357	35.513	24.915	23.865
18	35.968	22.267	24.980	35.460	24.716	23.921
19	35.965	22.251	26.497	35.472	24.746	23.348
20	35.979	22.258	25.164	35.513	24.899	23.683
21	35.971	22.253	25.652	35.474	24.741	23.542
22	35.925	22.191	24.115	35.429	24.625	23.390
23	35.905	22.146	23.749	35.434	24.678	23.315
24	35.934	22.208	24.295	35.422	24.696	23.234
25	35.877	22.126	23.722	35.387	24.535	23.115
26	35.847	22.051	23.160	35.363	24.508	23.381
27	35.833	22.031	24.559	35.345	24.437	23.234
28	35.788	21.766	23.235	35.355	24.478	23.146
29	35.822	21.949	25.189	35.308	24.381	23.291
30	35.798	21.972	23.207	35.310	24.380	23.115
31	35.782	21.970	23.633	35.255	24.233	22.690
32	35.750	21.916	23.051	35.228	24.147	22.483
33	35.779	21.941	25.239	35.228	24.143	22.827
34	35.774	21.936	25.016	35.236	24.149	22.402
35	35.752	21.780	24.580	35.228	24.153	22.496
36	35.987	26.897	24.580	35.198	24.391	22.021
37	35.959	26.990	24.804	35.204	24.371	22.620
38	35.943	26.882	24.367	35.140	24.215	22.448
39	35.917	26.801	24.547	35.172	24.344	22.284
40	35.946	26.945	24.735	35.126	24.141	22.245
41	35.931	26.835	24.908	35.146	24.230	22.008
42	35.948	26.930	25.027	35.127	24.194	22.264
43	35.911	26.776	24.735	35.108	24.198	22.522
44	35.901	26.624	24.791	35.075	24.073	22.187
45	35.875	25.887	24.340	35.109	24.186	22.276
46	35.880	26.345	24.890	35.033	23.967	22.025
47	35.858	26.503	24.791	35.013	23.938	21.899
48	35.850	26.407	25.136	35.019	23.938	21.970
49	35.821	26.367	24.513	35.030	23.968	22.406
50	35.851	26.465	25.074	34.998	23.902	22.366
51	35.808	26.284	24.406	34.998	23.883	21.921
52	35.828	26.432	24.721	34.950	23.782	21.561
53	35.823	26.463	24.512	34.887	23.608	21.534
54	35.801	26.277	24.642	34.923	23.695	21.384
