#Deviation	2.3965	2.7011
#Avg_STDev	5.804
#Diversity	3.285
#Entropy	0.035
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.410	21.491	23.388	35.731	26.088	23.486
2	35.343	21.471	22.943	35.790	26.020	23.182
3	35.661	22.023	23.976	35.881	26.296	23.072
4	35.651	21.971	23.784	35.901	26.391	22.756
5	35.764	22.220	24.177	35.812	26.085	20.938
6	35.992	22.577	24.879	35.951	26.673	22.269
7	35.948	22.504	24.656	35.837	26.189	23.486
8	35.922	22.460	24.904	35.793	26.003	23.174
9	35.935	22.446	24.231	35.870	26.262	23.252
10	35.910	22.494	24.490	35.818	26.211	24.330
11	36.038	22.634	25.113	35.957	26.639	24.252
12	35.928	22.472	26.399	35.706	25.799	23.943
13	35.986	22.551	25.778	35.884	26.317	24.917
14	35.926	22.501	26.310	35.822	26.107	24.397
15	35.928	22.476	25.938	35.809	26.078	24.132
16	35.889	22.455	25.873	35.770	25.972	23.995
17	35.900	22.479	25.087	35.791	26.074	23.713
18	35.893	22.490	25.716	35.751	25.831	23.694
19	35.921	22.508	26.716	35.733	25.816	23.675
20	35.934	22.509	25.521	35.778	25.918	24.164
21	35.917	22.533	26.239	35.763	25.890	23.694
22	35.924	22.523	25.433	35.745	25.864	23.943
23	35.889	22.446	24.853	35.710	25.744	23.646
24	35.878	22.452	24.981	35.717	25.750	23.792
25	35.846	22.379	25.034	35.729	25.876	24.175
26	35.791	22.278	23.544	35.722	25.785	24.307
27	35.800	22.264	25.047	35.671	25.608	23.964
28	35.745	22.185	24.166	35.689	25.709	24.047
29	35.753	22.225	24.968	35.641	25.519	23.933
30	35.735	22.177	24.231	35.654	25.602	23.467
31	35.730	22.175	24.253	35.621	25.452	23.440
32	35.711	22.126	24.242	35.622	25.447	23.822
33	35.715	22.152	25.195	35.576	25.364	23.733
34	35.741	22.187	25.047	35.558	25.261	23.504
35	35.736	22.203	25.404	35.553	25.253	23.943
36	35.907	26.812	25.347	35.485	25.213	23.182
37	35.882	26.708	24.929	35.459	25.076	22.931
38	35.897	26.824	25.180	35.514	25.268	23.122
39	35.838	26.464	24.432	35.512	25.233	22.858
40	35.856	26.569	24.667	35.555	25.324	23.513
41	35.834	26.441	24.980	35.508	25.203	23.054
42	35.786	26.253	24.877	35.513	25.248	23.277
43	35.839	26.455	24.814	35.522	25.267	23.559
44	35.837	26.536	25.248	35.457	25.000	23.366
45	35.835	26.481	24.642	35.461	25.107	23.172
46	35.812	26.324	25.138	35.458	25.043	23.223
47	35.800	26.267	24.593	35.426	24.968	22.848
48	35.810	26.453	24.605	35.432	24.934	23.319
49	35.804	26.336	24.927	35.438	25.036	23.179
50	35.769	26.181	24.952	35.414	24.889	23.214
51	35.756	26.183	24.825	35.369	24.755	23.068
52	35.770	26.206	24.965	35.385	24.812	22.614
53	35.752	26.148	24.786	35.394	24.881	22.508
54	35.732	26.082	24.700	35.355	24.730	22.712
55	35.744	26.137	24.687	35.351	24.757	22.355
56	35.702	25.954	24.461	35.300	24.614	22.581
57	35.713	26.002	24.369	35.291	24.526	22.172
58	35.707	26.013	24.723	35.256	24.475	22.448
59	35.651	25.694	24.181	35.239	24.468	22.514
60	35.669	25.826	24.324	35.281	24.548	22.145
61	35.674	25.860	24.392	35.250	24.428	21.894
62	35.645	25.729	23.797	35.121	24.104	21.761
63	35.613	25.634	24.402	35.076	23.986	21.631
64	35.591	25.570	24.010	35.223	24.387	22.388
65	35.606	25.578	24.040	35.222	24.297	22.197
66	35.603	25.629	23.746	35.199	24.296	21.878
67	35.529	25.371	23.272	35.176	24.263	21.859
68	35.508	25.259	23.245	35.162	24.228	22.141
69	35.548	25.408	23.774	35.162	24.268	21.897
70	35.563	25.447	23.854	35.160	24.216	22.067
71	35.556	25.430	23.496	35.136	24.134	21.838
72	35.511	25.229	23.524	35.137	24.200	21.895
73	35.523	25.332	23.514	35.099	24.028	21.940
74	35.530	25.370	23.421	35.042	23.899	21.525
75	35.532	25.443	23.673	35.067	24.007	21.442
76	35.510	25.305	23.393	35.049	23.977	21.442
77	35.472	25.200	23.410	35.051	23.951	21.310
78	35.484	25.202	23.576	35.034	23.895	21.343
79	35.438	25.160	23.214	35.011	23.857	21.764
80	35.448	25.070	23.529	35.075	24.035	21.170
81	35.447	25.082	22.977	35.002	23.799	21.388
82	35.417	25.010	23.068	35.019	23.893	21.532
83	35.435	25.088	23.067	34.965	23.734	21.410
84	35.398	24.971	23.186	34.881	23.545	20.783
85	35.369	24.917	23.116	34.945	23.661	21.167
86	35.359	24.833	22.702	34.898	23.597	20.975
87	35.363	24.816	22.261	34.684	23.009	20.109
88	35.357	24.859	22.655	34.825	23.317	20.631
89	35.306	24.689	22.663	34.878	23.568	21.053
90	35.356	24.875	22.755	34.803	23.410	20.609
91	35.316	24.705	22.670	34.834	23.471	20.906
92	35.243	24.463	22.245	34.829	23.531	20.884
93	35.189	24.370	22.293	34.850	23.521	20.728
94	35.248	24.538	22.181	34.820	23.459	20.903
95	35.269	24.546	22.264	34.838	23.492	20.872
96	35.225	24.457	22.166	34.766	23.358	20.638
97	35.232	24.511	22.305	34.770	23.368	20.490
98	35.214	24.412	22.317	34.804	23.414	20.583
99	35.220	24.401	22.171	34.776	23.330	20.428
100	35.163	24.317	22.116	34.748	23.295	20.328
101	35.175	24.323	21.827	34.733	23.244	20.282
102	35.166	24.328	21.820	34.681	23.148	20.171
103	35.192	24.392	21.896	34.631	23.036	19.914
104	35.183	24.350	21.806	34.650	23.083	20.004
105	35.155	24.293	21.887	34.614	23.004	20.138
106	35.130	24.244	21.828	34.586	22.968	19.809
107	35.091	24.103	21.422	34.554	22.893	19.705
108	35.056	24.057	21.450	34.539	22.880	19.669
109	35.100	24.170	21.502	34.401	22.610	19.333
110	35.061	24.057	21.140	34.459	22.763	19.814
111	35.013	23.923	21.495	34.525	22.865	19.679
112	35.008	23.937	21.145	34.461	22.690	19.563
113	34.958	23.815	20.963	34.191	22.233	18.646
114	34.987	23.853	20.941	34.221	22.297	19.055
115	34.946	23.748	20.802	34.440	22.704	19.404
116	34.966	23.865	20.867	34.429	22.673	19.458
117	34.912	23.672	21.172	34.421	22.655	19.501
118	34.798	23.472	20.700	34.369	22.605	19.247
119	34.779	23.403	20.337	34.369	22.559	19.158
120	34.916	23.707	20.473	34.360	22.558	19.192
121	34.932	23.758	20.761	34.301	22.443	19.171
122	34.869	23.586	20.335	34.248	22.281	19.054
123	34.891	23.655	20.706	34.260	22.379	18.901
124	34.876	23.653	20.513	34.185	22.261	18.769
125	34.816	23.492	20.428	34.243	22.336	18.745
126	34.801	23.438	20.534	34.235	22.336	19.080
127	34.765	23.383	20.533	34.157	22.184	18.787
128	34.728	23.297	20.003	34.172	22.221	18.676
129	34.721	23.271	20.043	34.152	22.186	18.472
130	34.698	23.232	20.000	33.997	21.912	18.430
131	34.656	23.142	19.937	34.027	21.966	18.342
132	34.531	22.889	19.603	34.106	22.128	18.523
133	34.454	22.733	19.598	34.098	22.118	18.436
134	34.533	22.908	19.812	34.006	21.946	18.263
135	34.660	23.215	19.875	33.833	21.681	18.009
136	34.608	23.030	19.518	33.918	21.805	17.861
137	34.558	22.943	19.815	33.893	21.735	17.974
138	34.537	22.870	19.625	33.632	21.412	17.370
139	34.497	22.857	19.725	33.657	21.398	17.408
140	34.520	22.902	19.486	33.697	21.478	17.709
141	34.474	22.783	19.606	33.790	21.594	17.730
142	34.402	22.686	19.287	33.809	21.596	17.799
143	34.260	22.422	19.121	33.749	21.562	17.648
144	34.141	22.234	18.710	33.706	21.533	17.595
145	34.337	22.570	19.082	33.771	21.594	17.579
146	34.419	22.730	19.145	33.699	21.492	17.436
147	34.330	22.529	19.244	33.727	21.508	17.668
148	34.339	22.555	18.912	33.737	21.518	17.547
149	34.291	22.494	19.058	33.695	21.494	17.539
150	34.243	22.351	18.688	33.614	21.356	17.148
151	33.650	21.487	16.126	32.942	20.488	14.282
