#Deviation	2.3291	2.8456
#Avg_STDev	6.235
#Diversity	3.784
#Entropy	0.038
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.612	21.501	23.674	35.132	24.264	22.927
2	35.605	21.558	22.562	35.469	24.880	22.664
3	35.810	21.840	23.450	35.521	25.070	22.683
4	35.831	21.921	23.725	35.512	25.016	22.605
5	35.902	22.078	23.662	35.386	24.663	20.858
6	36.062	22.259	24.517	35.598	25.302	22.088
7	36.009	22.210	24.498	35.508	25.046	22.842
8	36.008	22.227	24.545	35.434	24.847	22.652
9	36.044	22.250	24.137	35.525	25.048	22.615
10	35.978	22.194	24.386	35.384	24.684	23.431
11	36.108	22.345	24.314	35.543	25.135	23.292
12	36.014	22.256	26.626	35.333	24.557	22.907
13	36.060	22.294	25.059	35.529	25.104	23.779
14	36.020	22.252	26.066	35.373	24.661	23.491
15	35.990	22.194	24.850	35.395	24.715	22.633
16	36.000	22.255	26.505	35.329	24.474	22.894
17	35.943	22.154	24.535	35.312	24.477	23.242
18	35.974	22.225	25.091	35.259	24.345	22.842
19	35.987	22.244	26.052	35.310	24.498	23.007
20	36.006	22.262	25.533	35.318	24.532	23.380
21	35.974	22.214	26.719	35.246	24.330	22.836
22	35.946	22.158	24.932	35.255	24.352	22.861
23	35.925	22.138	24.009	35.209	24.223	22.458
24	35.969	22.208	24.189	35.231	24.292	22.393
25	35.884	22.080	23.836	35.198	24.204	22.670
26	35.867	22.038	23.241	35.187	24.194	22.646
27	35.838	21.987	25.113	35.158	24.097	22.312
28	35.793	21.696	23.103	35.134	24.055	22.499
29	35.820	21.907	24.901	35.126	24.053	22.446
30	35.798	21.902	23.540	35.157	24.130	22.689
31	35.814	21.934	23.495	35.089	23.935	22.232
32	35.786	21.910	23.678	35.055	23.863	21.824
33	35.774	21.887	25.404	35.022	23.769	22.238
34	35.787	21.899	24.995	35.004	23.748	21.991
35	35.767	21.713	25.086	35.039	23.810	22.088
36	35.982	26.942	24.865	35.015	23.900	22.002
37	35.977	27.057	24.963	34.949	23.708	21.623
38	35.969	27.042	24.497	34.968	23.806	21.980
39	35.935	26.855	24.911	34.933	23.747	21.932
40	35.945	26.935	25.199	34.915	23.691	21.775
41	35.944	26.953	25.026	34.898	23.632	21.618
42	35.940	26.950	25.311	34.913	23.686	21.906
43	35.904	26.683	24.915	34.893	23.625	21.772
44	35.931	26.885	25.210	34.877	23.580	21.681
45	35.892	25.860	24.634	34.875	23.586	21.715
46	35.896	26.499	24.883	34.819	23.448	21.491
47	35.891	26.701	24.992	34.815	23.442	21.434
48	35.869	26.630	25.355	34.814	23.444	21.345
49	35.863	26.563	25.153	34.802	23.414	21.519
50	35.849	26.524	25.175	34.810	23.453	21.542
51	35.854	26.543	25.045	34.779	23.363	20.966
52	35.835	26.457	24.826	34.733	23.248	21.060
53	35.819	26.395	24.657	34.658	23.164	20.912
54	35.805	26.304	25.038	34.735	23.275	20.995
55	35.802	26.318	24.714	34.673	23.151	20.994
56	35.837	26.438	24.979	34.701	23.188	20.885
57	35.791	26.277	24.906	34.652	23.080	21.044
58	35.797	26.310	24.482	34.610	23.022	20.612
59	35.750	26.099	24.654	34.636	23.060	20.802
60	35.743	26.139	24.596	34.565	22.913	20.572
61	35.722	26.019	24.289	34.564	22.924	20.496
62	35.744	26.090	24.702	34.580	22.910	20.458
63	35.716	26.010	24.462	34.514	22.820	20.277
64	35.701	25.908	24.155	34.551	22.924	20.306
65	35.688	25.895	23.708	34.522	22.877	20.273
66	35.687	25.847	23.950	34.493	22.745	20.352
67	35.671	25.852	24.197	34.406	22.646	20.106
68	35.665	25.837	24.136	34.430	22.691	20.092
69	35.686	25.927	24.250	34.432	22.660	20.304
70	35.657	25.791	23.932	34.447	22.702	19.993
71	35.645	25.741	23.858	34.417	22.645	20.043
72	35.635	25.718	24.091	34.372	22.540	20.043
73	35.605	25.600	24.091	34.370	22.565	19.891
74	35.554	24.873	23.336	34.334	22.517	19.851
75	35.568	25.492	23.572	34.315	22.466	19.798
76	35.546	25.429	23.164	34.273	22.373	19.565
77	35.525	25.349	23.590	34.303	22.446	19.774
78	35.505	25.299	23.608	34.263	22.375	19.657
79	35.503	25.218	23.275	34.260	22.396	19.828
80	35.498	25.285	23.562	34.188	22.266	19.434
81	35.528	25.327	23.354	34.186	22.239	19.590
82	35.523	25.301	23.176	34.235	22.337	19.581
83	35.492	25.258	23.189	34.160	22.170	19.583
84	35.427	25.014	23.017	34.182	22.231	19.524
85	35.453	25.141	22.976	34.185	22.264	19.259
86	35.434	25.089	23.083	34.146	22.185	19.474
87	35.420	25.016	23.062	34.155	22.164	19.335
88	35.402	24.957	23.130	34.076	22.078	19.214
89	35.412	25.011	23.164	34.010	21.967	19.174
90	35.400	24.954	23.007	33.997	21.977	18.900
91	35.333	24.779	22.591	33.980	21.917	18.783
92	35.312	24.737	22.483	33.986	21.941	18.770
93	35.285	24.610	22.608	33.894	21.811	18.708
94	35.297	24.720	22.341	33.906	21.822	18.757
95	35.292	24.654	22.693	33.926	21.833	18.756
96	35.298	24.675	22.361	33.847	21.726	18.484
97	35.306	24.705	22.685	33.811	21.670	18.370
98	35.299	24.720	22.483	33.842	21.706	18.613
99	35.278	24.626	22.412	33.867	21.733	18.390
100	35.258	24.563	22.173	33.820	21.685	18.420
101	35.245	24.528	22.117	33.756	21.575	18.208
102	35.229	24.515	22.073	33.690	21.486	18.149
103	35.176	24.375	22.007	33.717	21.544	18.084
104	35.181	24.425	22.131	33.737	21.518	18.209
105	35.122	24.197	21.576	33.729	21.559	18.127
106	35.111	24.198	21.635	33.687	21.481	17.934
107	35.127	24.238	21.840	33.689	21.496	17.999
108	35.070	24.103	21.437	33.674	21.461	18.013
109	35.037	24.044	21.366	33.611	21.386	17.841
110	35.055	24.073	21.647	33.604	21.358	17.653
111	35.066	24.093	21.333	33.592	21.340	17.740
112	35.043	24.051	21.482	33.570	21.318	17.583
113	35.002	23.953	21.424	33.494	21.218	17.510
114	35.008	23.969	21.432	33.443	21.128	17.388
115	35.008	23.960	21.306	33.429	21.126	17.219
116	34.974	23.906	21.425	33.408	21.071	17.321
117	34.949	23.848	21.340	33.293	20.898	17.081
118	34.942	23.799	21.266	33.385	21.081	17.392
119	34.944	23.846	21.172	33.375	21.051	17.071
120	34.888	23.690	20.960	33.365	21.049	17.344
121	34.892	23.706	21.023	33.276	20.926	16.962
122	34.885	23.675	21.192	33.338	20.997	17.213
123	34.818	23.539	20.744	33.267	20.921	17.042
124	34.777	23.457	20.430	33.249	20.901	16.939
125	34.824	23.533	20.686	33.283	20.943	17.001
126	34.823	23.503	20.552	33.195	20.834	16.990
127	34.737	23.334	20.407	32.985	20.560	16.415
128	34.722	23.327	20.376	33.058	20.670	16.600
129	34.682	23.236	20.335	33.014	20.591	16.338
130	34.670	23.225	20.316	32.932	20.480	16.300
131	34.662	23.185	20.264	33.025	20.616	16.580
132	34.657	23.207	20.432	33.017	20.603	16.576
133	34.591	23.097	20.089	32.911	20.468	16.150
134	34.624	23.145	20.396	32.939	20.526	16.334
135	34.626	23.119	20.213	32.947	20.514	16.187
136	34.571	23.014	19.932	32.894	20.437	16.010
137	34.526	22.934	19.991	32.920	20.454	16.145
138	34.505	22.915	19.856	32.907	20.487	16.248
139	34.467	22.810	19.563	32.746	20.279	15.936
140	34.449	22.785	19.517	32.639	20.168	15.807
141	34.433	22.759	19.509	32.623	20.158	15.568
142	34.446	22.822	19.802	32.647	20.175	15.750
143	34.294	22.512	19.277	32.550	20.070	15.554
144	34.317	22.546	19.286	32.537	20.062	15.500
145	34.235	22.382	18.961	32.491	19.985	15.485
146	34.200	22.328	19.038	32.523	20.028	15.346
147	34.338	22.573	19.129	32.458	19.958	15.354
148	34.246	22.417	19.124	32.408	19.899	15.293
149	34.133	22.197	18.581	32.459	19.955	15.291
150	34.078	22.169	18.435	32.517	20.033	15.511
151	33.737	21.612	16.466	31.911	19.473	13.136
