#Mean	459.370
#Median	431
#Mode	365
#STDev	189.154
#PercentOfPairs	99.985
#InsertSize	Count
21	1
24	1
35	5
36	1
37	2
38	2
39	1
40	2
41	5
42	9
43	14
44	7
45	12
46	4
47	7
48	3
49	4
50	9
51	3
52	15
53	9
54	6
55	8
56	2
57	7
58	11
59	2
60	7
61	4
62	11
63	6
64	12
65	13
66	15
67	6
68	10
69	14
70	6
71	3
72	14
73	14
74	11
75	22
76	21
77	9
78	11
79	11
80	10
81	24
82	13
83	21
84	24
85	34
86	20
87	15
88	14
89	14
90	12
91	31
92	13
93	20
94	24
95	29
96	27
97	21
98	16
99	13
100	17
101	13
102	33
103	37
104	27
105	27
106	23
107	40
108	16
109	19
110	16
111	18
112	26
113	32
114	45
115	43
116	32
117	36
118	29
119	19
120	17
121	15
122	23
123	39
124	34
125	36
126	37
127	38
128	33
129	27
130	27
131	28
132	29
133	44
134	39
135	46
136	51
137	44
138	47
139	34
140	32
141	39
142	36
143	41
144	63
145	59
146	51
147	52
148	49
149	37
150	43
151	29
152	29
153	53
154	60
155	64
156	58
157	76
158	59
159	43
160	34
161	38
162	50
163	54
164	64
165	61
166	81
167	71
168	69
169	77
170	54
171	53
172	52
173	65
174	68
175	79
176	95
177	58
178	85
179	76
180	62
181	84
182	50
183	63
184	55
185	73
186	84
187	109
188	115
189	86
190	83
191	64
192	74
193	71
194	89
195	81
196	92
197	110
198	95
199	113
200	94
201	73
202	79
203	77
204	85
205	96
206	96
207	103
208	128
209	127
210	94
211	113
212	105
213	79
214	75
215	101
216	110
217	125
218	159
219	124
220	115
221	90
222	105
223	105
224	88
225	90
226	132
227	153
228	158
229	144
230	169
231	130
232	127
233	121
234	120
235	133
236	112
237	156
238	146
239	172
240	181
241	179
242	143
243	123
244	109
245	132
246	120
247	176
248	150
249	182
250	196
251	188
252	159
253	169
254	146
255	145
256	137
257	160
258	201
259	195
260	198
261	235
262	177
263	174
264	191
265	167
266	143
267	186
268	184
269	228
270	188
271	233
272	197
273	206
274	200
275	170
276	185
277	212
278	205
279	198
280	245
281	242
282	217
283	228
284	200
285	191
286	161
287	162
288	202
289	200
290	271
291	241
292	213
293	237
294	227
295	201
296	196
297	199
298	205
299	242
300	233
301	245
302	249
303	256
304	242
305	253
306	229
307	252
308	233
309	235
310	242
311	245
312	281
313	273
314	286
315	233
316	261
317	245
318	208
319	222
320	290
321	251
322	287
323	305
324	287
325	288
326	246
327	244
328	268
329	260
330	271
331	246
332	280
333	292
334	298
335	303
336	252
337	272
338	257
339	265
340	289
341	275
342	305
343	255
344	275
345	280
346	302
347	270
348	242
349	271
350	272
351	299
352	288
353	267
354	272
355	306
356	281
357	268
358	258
359	263
360	261
361	270
362	289
363	294
364	298
365	335
366	322
367	287
368	260
369	315
370	287
371	258
372	289
373	284
374	301
375	276
376	298
377	317
378	284
379	277
380	258
381	273
382	328
383	281
384	284
385	308
386	297
387	302
388	301
389	298
390	279
391	285
392	313
393	319
394	298
395	272
396	285
397	291
398	307
399	274
400	306
401	297
402	310
403	289
404	287
405	317
406	315
407	301
408	310
409	297
410	288
411	283
412	273
413	290
414	289
415	264
416	310
417	286
418	316
419	296
420	285
421	266
422	261
423	251
424	297
425	314
426	254
427	278
428	297
429	269
430	302
431	275
432	269
433	291
434	290
435	278
436	256
437	257
438	266
439	253
440	257
441	269
442	280
443	275
444	275
445	284
446	309
447	271
448	269
449	258
450	257
451	260
452	273
453	242
454	238
455	261
456	281
457	276
458	281
459	249
460	277
461	247
462	281
463	189
464	233
465	251
466	286
467	246
468	254
469	237
470	283
471	249
472	202
473	245
474	263
475	223
476	253
477	260
478	243
479	252
480	246
481	256
482	242
483	260
484	229
485	224
486	271
487	223
488	242
489	230
490	217
491	226
492	241
493	221
494	233
495	222
496	242
497	235
498	201
499	242
500	216
501	232
502	221
503	222
504	228
505	224
506	195
507	225
508	203
509	227
510	188
511	234
512	201
513	189
514	215
515	218
516	204
517	214
518	194
519	193
520	238
521	225
522	189
523	192
524	215
525	180
526	206
527	198
528	206
529	220
530	203
531	211
532	210
533	177
534	208
535	199
536	167
537	192
538	201
539	190
540	193
541	199
542	187
543	169
544	167
545	181
546	167
547	162
548	160
549	186
550	192
551	156
552	179
553	206
554	165
555	154
556	184
557	166
558	168
559	187
560	179
561	166
562	171
563	170
564	160
565	160
566	161
567	138
568	177
569	149
570	156
571	170
572	147
573	179
574	142
575	140
576	140
577	173
578	168
579	145
580	167
581	142
582	146
583	158
584	148
585	169
586	128
587	154
588	143
589	133
590	139
591	139
592	157
593	132
594	130
595	140
596	147
597	152
598	134
599	123
600	113
601	138
602	155
603	135
604	128
605	143
606	145
607	129
608	121
609	128
610	145
611	127
612	143
613	126
614	135
615	135
616	127
617	133
618	118
619	125
620	123
621	126
622	135
623	126
624	119
625	143
626	152
627	137
628	97
629	103
630	118
631	103
632	135
633	119
634	137
635	106
636	105
637	84
638	130
639	102
640	123
641	140
642	94
643	102
644	114
645	121
646	100
647	112
648	118
649	96
650	105
651	84
652	107
653	78
654	86
655	97
656	107
657	101
658	94
659	106
660	106
661	97
662	107
663	97
664	108
665	83
666	94
667	84
668	94
669	98
670	97
671	96
672	100
673	107
674	87
675	91
676	99
677	87
678	98
679	86
680	100
681	86
682	77
683	78
684	89
685	103
686	84
687	94
688	99
689	94
690	94
691	100
692	75
693	74
694	89
695	77
696	88
697	78
698	88
699	85
700	82
701	66
702	79
703	95
704	73
705	71
706	57
707	66
708	81
709	54
710	74
711	76
712	52
713	62
714	75
715	78
716	62
717	60
718	77
719	68
720	64
721	75
722	74
723	69
724	69
725	62
726	100
727	67
728	55
729	84
730	74
731	58
732	54
733	55
734	56
735	61
736	62
737	54
738	71
739	59
740	77
741	67
742	59
743	67
744	52
745	68
746	52
747	74
748	52
749	75
750	60
751	63
752	41
