#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99571	0.00411	0.00000	0.00000	0.00018	0.00000	0.99635	0.00328	0.00000	0.00000	0.00037	0.00000
2	0.99463	0.00519	0.00000	0.00000	0.00018	0.00000	0.99576	0.00421	0.00000	0.00000	0.00003	0.00000
3	0.99538	0.00445	0.00000	0.00005	0.00012	0.00000	0.99546	0.00452	0.00000	0.00002	0.00000	0.00000
4	0.99569	0.00423	0.00000	0.00008	0.00000	0.00000	0.99605	0.00390	0.00000	0.00004	0.00002	0.00000
5	0.99598	0.00396	0.00001	0.00007	0.00000	0.00000	0.99495	0.00497	0.00001	0.00008	0.00001	0.00000
6	0.99632	0.00354	0.00002	0.00012	0.00001	0.00000	0.99591	0.00398	0.00001	0.00010	0.00000	0.00000
7	0.99589	0.00392	0.00006	0.00019	0.00000	0.00000	0.99618	0.00373	0.00002	0.00009	0.00000	0.00000
8	0.99652	0.00329	0.00003	0.00019	0.00000	0.00000	0.99576	0.00409	0.00002	0.00014	0.00000	0.00000
9	0.99622	0.00357	0.00003	0.00021	0.00000	0.00000	0.99572	0.00413	0.00004	0.00015	0.00000	0.00000
10	0.99661	0.00312	0.00000	0.00026	0.00001	0.00000	0.99615	0.00370	0.00003	0.00015	0.00000	0.00000
11	0.99627	0.00351	0.00007	0.00022	0.00001	0.00000	0.99592	0.00390	0.00004	0.00017	0.00000	0.00000
12	0.99756	0.00222	0.00011	0.00022	0.00000	0.00000	0.99593	0.00390	0.00002	0.00015	0.00002	0.00000
13	0.99681	0.00299	0.00001	0.00021	0.00000	0.00000	0.99675	0.00307	0.00002	0.00018	0.00000	0.00000
14	0.99749	0.00224	0.00006	0.00026	0.00000	0.00000	0.99590	0.00390	0.00002	0.00020	0.00000	0.00000
15	0.99681	0.00293	0.00005	0.00026	0.00000	0.00000	0.99581	0.00399	0.00001	0.00020	0.00000	0.00000
16	0.99741	0.00227	0.00004	0.00031	0.00001	0.00000	0.99598	0.00384	0.00005	0.00018	0.00000	0.00000
17	0.99675	0.00297	0.00007	0.00028	0.00000	0.00000	0.99591	0.00387	0.00010	0.00023	0.00000	0.00000
18	0.99669	0.00304	0.00008	0.00026	0.00000	0.00000	0.99569	0.00408	0.00011	0.00024	0.00000	0.00000
19	0.99791	0.00182	0.00005	0.00027	0.00000	0.00000	0.99579	0.00399	0.00003	0.00022	0.00000	0.00000
20	0.99727	0.00246	0.00004	0.00027	0.00000	0.00000	0.99610	0.00371	0.00007	0.00019	0.00000	0.00000
21	0.99743	0.00230	0.00005	0.00027	0.00000	0.00000	0.99525	0.00454	0.00007	0.00021	0.00000	0.00000
22	0.99697	0.00280	0.00007	0.00024	0.00000	0.00000	0.99576	0.00404	0.00004	0.00020	0.00000	0.00000
23	0.99629	0.00344	0.00006	0.00027	0.00000	0.00000	0.99513	0.00463	0.00002	0.00025	0.00000	0.00000
24	0.99630	0.00344	0.00011	0.00026	0.00000	0.00000	0.99557	0.00423	0.00005	0.00020	0.00000	0.00000
25	0.99598	0.00379	0.00005	0.00024	0.00000	0.00000	0.99540	0.00442	0.00002	0.00018	0.00000	0.00000
26	0.99534	0.00438	0.00007	0.00028	0.00000	0.00000	0.99548	0.00437	0.00002	0.00015	0.00000	0.00000
27	0.99657	0.00321	0.00008	0.00022	0.00000	0.00000	0.99561	0.00420	0.00003	0.00019	0.00000	0.00000
28	0.99567	0.00361	0.00003	0.00019	0.00054	0.00000	0.99574	0.00404	0.00006	0.00022	0.00000	0.00000
29	0.99660	0.00310	0.00005	0.00015	0.00015	0.00000	0.99511	0.00473	0.00005	0.00016	0.00000	0.00000
30	0.99564	0.00425	0.00004	0.00011	0.00000	0.00000	0.99540	0.00441	0.00004	0.00019	0.00000	0.00000
31	0.99562	0.00420	0.00008	0.00018	0.00000	0.00000	0.99465	0.00503	0.00008	0.00032	0.00000	0.00000
32	0.99568	0.00420	0.00003	0.00011	0.00000	0.00000	0.99523	0.00460	0.00004	0.00017	0.00000	0.00000
33	0.99695	0.00289	0.00004	0.00016	0.00000	0.00000	0.99498	0.00491	0.00007	0.00010	0.00000	0.00000
34	0.99684	0.00295	0.00004	0.00021	0.00000	0.00000	0.99510	0.00473	0.00005	0.00017	0.00000	0.00000
35	0.99682	0.00250	0.00014	0.00024	0.00044	0.00000	0.99478	0.00505	0.00010	0.00016	0.00000	0.00000
36	0.99674	0.00296	0.00007	0.00016	0.00014	0.00000	0.99538	0.00449	0.00008	0.00012	0.00000	0.00000
37	0.99695	0.00288	0.00006	0.00017	0.00000	0.00000	0.99516	0.00477	0.00008	0.00007	0.00000	0.00000
38	0.99681	0.00307	0.00006	0.00011	0.00000	0.00000	0.99434	0.00554	0.00004	0.00012	0.00000	0.00000
39	0.99700	0.00290	0.00010	0.00009	0.00000	0.00000	0.99477	0.00513	0.00005	0.00010	0.00000	0.00000
40	0.99727	0.00263	0.00006	0.00010	0.00000	0.00000	0.99453	0.00537	0.00015	0.00010	0.00000	0.00000
41	0.99714	0.00277	0.00007	0.00008	0.00000	0.00000	0.99483	0.00507	0.00004	0.00010	0.00000	0.00000
42	0.99741	0.00249	0.00005	0.00010	0.00000	0.00000	0.99446	0.00540	0.00010	0.00014	0.00000	0.00000
43	0.99719	0.00271	0.00008	0.00009	0.00000	0.00000	0.99493	0.00495	0.00009	0.00012	0.00000	0.00000
