#Mean	443.660
#Median	414
#Mode	332
#STDev	191.784
#PercentOfPairs	99.984
#InsertSize	Count
18	1
25	1
35	6
36	6
37	6
38	1
39	3
40	7
41	3
42	4
43	9
44	9
45	5
46	5
47	4
48	3
49	3
50	6
51	10
52	8
53	11
54	20
55	9
56	8
57	6
58	5
59	11
60	10
61	11
62	14
63	11
64	15
65	16
66	17
67	15
68	8
69	4
70	8
71	11
72	17
73	21
74	9
75	16
76	22
77	18
78	7
79	11
80	12
81	20
82	27
83	12
84	22
85	17
86	25
87	12
88	13
89	16
90	13
91	25
92	19
93	23
94	29
95	38
96	24
97	14
98	22
99	12
100	19
101	20
102	38
103	24
104	39
105	35
106	38
107	22
108	16
109	10
110	14
111	18
112	25
113	33
114	43
115	40
116	46
117	34
118	28
119	21
120	33
121	24
122	30
123	43
124	43
125	51
126	54
127	39
128	45
129	27
130	27
131	33
132	33
133	42
134	52
135	68
136	62
137	52
138	40
139	38
140	29
141	37
142	40
143	51
144	59
145	73
146	62
147	51
148	59
149	40
150	44
151	45
152	53
153	57
154	55
155	57
156	78
157	64
158	58
159	49
160	54
161	49
162	63
163	62
164	86
165	78
166	88
167	105
168	94
169	73
170	78
171	65
172	70
173	96
174	71
175	106
176	93
177	122
178	119
179	114
180	95
181	65
182	74
183	79
184	82
185	86
186	98
187	113
188	92
189	106
190	98
191	64
192	82
193	82
194	99
195	97
196	110
197	133
198	104
199	131
200	119
201	90
202	77
203	79
204	100
205	103
206	135
207	113
208	128
209	132
210	126
211	123
212	121
213	113
214	109
215	109
216	147
217	134
218	153
219	150
220	161
221	139
222	117
223	130
224	114
225	113
226	127
227	172
228	145
229	170
230	176
231	133
232	134
233	123
234	114
235	133
236	141
237	135
238	179
239	187
240	188
241	201
242	178
243	137
244	120
245	154
246	157
247	149
248	184
249	215
250	203
251	181
252	173
253	142
254	159
255	146
256	178
257	161
258	187
259	210
260	201
261	201
262	191
263	169
264	168
265	138
266	182
267	163
268	201
269	206
270	185
271	191
272	174
273	206
274	190
275	179
276	167
277	158
278	181
279	232
280	252
281	240
282	224
283	221
284	232
285	200
286	176
287	200
288	210
289	199
290	225
291	237
292	261
293	231
294	189
295	232
296	209
297	208
298	218
299	251
300	217
301	252
302	246
303	274
304	208
305	210
306	232
307	207
308	188
309	217
310	243
311	249
312	264
313	262
314	244
315	232
316	231
317	206
318	198
319	228
320	248
321	272
322	272
323	226
324	236
325	235
326	204
327	224
328	232
329	254
330	203
331	278
332	298
333	275
334	239
335	236
336	217
337	212
338	236
339	224
340	237
341	236
342	289
343	260
344	284
345	268
346	248
347	218
348	245
349	194
350	219
351	230
352	246
353	279
354	275
355	275
356	273
357	250
358	230
359	226
360	237
361	258
362	236
363	249
364	269
365	242
366	229
367	236
368	226
369	234
370	215
371	237
372	274
373	232
374	256
375	281
376	234
377	289
378	256
379	247
380	266
381	217
382	235
383	237
384	258
385	250
386	258
387	268
388	243
389	252
390	266
391	262
392	250
393	237
394	251
395	232
396	251
397	228
398	257
399	213
400	234
401	224
402	212
403	247
404	267
405	270
406	238
407	268
408	241
409	243
410	232
411	202
412	235
413	243
414	246
415	224
416	230
417	221
418	264
419	251
420	238
421	198
422	239
423	224
424	214
425	248
426	227
427	241
428	218
429	225
430	195
431	211
432	229
433	234
434	203
435	238
436	229
437	231
438	228
439	231
440	211
441	210
442	220
443	238
444	216
445	233
446	236
447	210
448	249
449	202
450	187
451	219
452	203
453	192
454	209
455	225
456	226
457	224
458	204
459	209
460	210
461	222
462	194
463	207
464	222
465	192
466	201
467	218
468	210
469	172
470	209
471	202
472	199
473	198
474	200
475	171
476	166
477	195
478	191
479	217
480	190
481	212
482	170
483	196
484	198
485	161
486	209
487	186
488	206
489	184
490	221
491	187
492	204
493	169
494	167
495	178
496	175
497	186
498	200
499	187
500	178
501	173
502	202
503	194
504	186
505	150
506	169
507	138
508	167
509	172
510	169
511	175
512	182
513	168
514	170
515	160
516	147
517	191
518	150
519	182
520	172
521	170
522	156
523	159
524	151
525	146
526	148
527	158
528	149
529	181
530	147
531	173
532	147
533	182
534	167
535	140
536	150
537	127
538	131
539	147
540	161
541	134
542	132
543	127
544	131
545	150
546	160
547	122
548	104
549	140
550	139
551	132
552	130
553	149
554	128
555	130
556	157
557	115
558	132
559	118
560	153
561	136
562	137
563	144
564	149
565	136
566	136
567	142
568	124
569	119
570	137
571	130
572	129
573	128
574	125
575	129
576	117
577	139
578	119
579	120
580	144
581	148
582	124
583	126
584	120
585	109
586	112
587	119
588	121
589	109
590	111
591	105
592	125
593	108
594	135
595	120
596	155
597	117
598	109
599	101
600	106
601	115
602	126
603	125
604	113
605	111
606	101
607	124
608	90
609	93
610	123
611	96
612	105
613	105
614	104
615	102
616	106
617	111
618	113
619	97
620	97
621	131
622	101
623	104
624	98
625	96
626	89
627	110
628	92
629	97
630	105
631	85
632	99
633	94
634	111
635	90
636	96
637	83
638	96
639	108
640	86
641	96
