#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99584	0.00397	0.00000	0.00000	0.00019	0.00000	0.99610	0.00390	0.00000	0.00000	0.00000	0.00000
2	0.99278	0.00561	0.00000	0.00000	0.00162	0.00000	0.99519	0.00480	0.00000	0.00000	0.00001	0.00000
3	0.99553	0.00445	0.00000	0.00003	0.00000	0.00000	0.99469	0.00531	0.00000	0.00000	0.00000	0.00000
4	0.99581	0.00415	0.00000	0.00003	0.00000	0.00000	0.99513	0.00482	0.00001	0.00004	0.00000	0.00000
5	0.99566	0.00425	0.00002	0.00005	0.00004	0.00000	0.99272	0.00724	0.00002	0.00004	0.00000	0.00000
6	0.99623	0.00360	0.00007	0.00006	0.00011	0.00000	0.99439	0.00554	0.00004	0.00007	0.00000	0.00000
7	0.99641	0.00352	0.00005	0.00008	0.00000	0.00000	0.99562	0.00421	0.00002	0.00017	0.00001	0.00000
8	0.99670	0.00316	0.00005	0.00014	0.00000	0.00000	0.99515	0.00467	0.00004	0.00018	0.00000	0.00000
9	0.99628	0.00358	0.00005	0.00014	0.00001	0.00000	0.99555	0.00426	0.00004	0.00018	0.00000	0.00000
10	0.99655	0.00335	0.00008	0.00010	0.00000	0.00000	0.99598	0.00383	0.00011	0.00018	0.00000	0.00000
11	0.99637	0.00350	0.00011	0.00013	0.00000	0.00000	0.99649	0.00336	0.00004	0.00016	0.00000	0.00000
12	0.99775	0.00208	0.00010	0.00017	0.00000	0.00000	0.99592	0.00393	0.00005	0.00015	0.00000	0.00000
13	0.99693	0.00286	0.00003	0.00021	0.00000	0.00000	0.99616	0.00367	0.00004	0.00017	0.00000	0.00000
14	0.99755	0.00220	0.00006	0.00025	0.00000	0.00000	0.99633	0.00347	0.00007	0.00020	0.00000	0.00000
15	0.99697	0.00283	0.00009	0.00020	0.00000	0.00000	0.99543	0.00434	0.00006	0.00023	0.00000	0.00000
16	0.99760	0.00225	0.00010	0.00016	0.00000	0.00000	0.86938	0.00409	0.00011	0.00019	0.12635	0.00000
17	0.99629	0.00351	0.00004	0.00021	0.00000	0.00000	0.99565	0.00405	0.00011	0.00030	0.00000	0.00000
18	0.99672	0.00304	0.00007	0.00024	0.00000	0.00000	0.99489	0.00488	0.00008	0.00023	0.00000	0.00000
19	0.99798	0.00177	0.00003	0.00025	0.00000	0.00000	0.99546	0.00438	0.00008	0.00017	0.00000	0.00000
20	0.99704	0.00279	0.00006	0.00017	0.00000	0.00000	0.99588	0.00399	0.00004	0.00013	0.00000	0.00000
21	0.99760	0.00225	0.00006	0.00015	0.00000	0.00000	0.99499	0.00484	0.00010	0.00017	0.00000	0.00000
22	0.99672	0.00309	0.00007	0.00019	0.00000	0.00000	0.99514	0.00466	0.00004	0.00020	0.00000	0.00000
23	0.99591	0.00396	0.00003	0.00014	0.00000	0.00000	0.99489	0.00496	0.00011	0.00016	0.00000	0.00000
24	0.99653	0.00334	0.00008	0.00013	0.00000	0.00000	0.99529	0.00453	0.00007	0.00018	0.00000	0.00000
25	0.99570	0.00422	0.00007	0.00008	0.00000	0.00000	0.99539	0.00443	0.00011	0.00018	0.00000	0.00000
26	0.99541	0.00446	0.00010	0.00014	0.00000	0.00000	0.99533	0.00445	0.00009	0.00022	0.00000	0.00000
27	0.99705	0.00279	0.00012	0.00016	0.00001	0.00000	0.99469	0.00504	0.00005	0.00026	0.00000	0.00000
28	0.99610	0.00366	0.00005	0.00024	0.00000	0.00000	0.99506	0.00467	0.00009	0.00026	0.00000	0.00000
29	0.99712	0.00272	0.00007	0.00016	0.00000	0.00000	0.99525	0.00459	0.00004	0.00017	0.00000	0.00000
30	0.99545	0.00438	0.00007	0.00017	0.00000	0.00000	0.99489	0.00490	0.00004	0.00020	0.00000	0.00000
31	0.99565	0.00423	0.00009	0.00012	0.00000	0.00000	0.99462	0.00515	0.00009	0.00023	0.00000	0.00000
32	0.99604	0.00384	0.00007	0.00011	0.00000	0.00000	0.99455	0.00520	0.00007	0.00025	0.00000	0.00000
33	0.99743	0.00244	0.00014	0.00012	0.00000	0.00000	0.99451	0.00523	0.00008	0.00026	0.00000	0.00000
34	0.99704	0.00276	0.00007	0.00021	0.00000	0.00000	0.99401	0.00570	0.00009	0.00030	0.00000	0.00000
35	0.99702	0.00278	0.00010	0.00020	0.00000	0.00000	0.99438	0.00528	0.00010	0.00033	0.00000	0.00000
36	0.99670	0.00311	0.00016	0.00019	0.00000	0.00000	0.99441	0.00531	0.00011	0.00028	0.00000	0.00000
37	0.99700	0.00277	0.00014	0.00022	0.00000	0.00000	0.99412	0.00564	0.00011	0.00024	0.00000	0.00000
38	0.99716	0.00266	0.00013	0.00018	0.00000	0.00000	0.99400	0.00574	0.00011	0.00026	0.00000	0.00000
39	0.99686	0.00296	0.00006	0.00018	0.00000	0.00000	0.99350	0.00632	0.00009	0.00018	0.00000	0.00000
40	0.99702	0.00280	0.00011	0.00018	0.00000	0.00000	0.99388	0.00589	0.00008	0.00023	0.00000	0.00000
41	0.99707	0.00279	0.00005	0.00014	0.00000	0.00000	0.99360	0.00618	0.00007	0.00022	0.00000	0.00000
42	0.99736	0.00245	0.00010	0.00020	0.00000	0.00000	0.99396	0.00583	0.00018	0.00021	0.00000	0.00000
43	0.99711	0.00265	0.00005	0.00024	0.00000	0.00000	0.99270	0.00681	0.00004	0.00021	0.00028	0.00000
44	0.99701	0.00272	0.00012	0.00027	0.00000	0.00000	0.99346	0.00632	0.00009	0.00021	0.00000	0.00000
45	0.99704	0.00269	0.00014	0.00028	0.00000	0.00000	0.99336	0.00640	0.00010	0.00024	0.00000	0.00000
46	0.99711	0.00264	0.00011	0.00025	0.00000	0.00000	0.99341	0.00634	0.00012	0.00025	0.00000	0.00000
47	0.99683	0.00288	0.00019	0.00029	0.00000	0.00000	0.99249	0.00723	0.00011	0.00027	0.00001	0.00000
48	0.99700	0.00274	0.00012	0.00026	0.00000	0.00000	0.99316	0.00660	0.00005	0.00025	0.00000	0.00000
49	0.99659	0.00310	0.00010	0.00030	0.00000	0.00000	0.99286	0.00691	0.00020	0.00024	0.00000	0.00000
50	0.99702	0.00267	0.00016	0.00031	0.00000	0.00000	0.99298	0.00672	0.00010	0.00030	0.00000	0.00000
51	0.99676	0.00301	0.00016	0.00023	0.00000	0.00000	0.99291	0.00684	0.00010	0.00026	0.00000	0.00000
52	0.99689	0.00284	0.00010	0.00028	0.00000	0.00000	0.99319	0.00662	0.00011	0.00019	0.00000	0.00000
53	0.99681	0.00303	0.00004	0.00016	0.00000	0.00000	0.99296	0.00685	0.00008	0.00019	0.00000	0.00000
54	0.99680	0.00299	0.00019	0.00021	0.00000	0.00000	0.99225	0.00754	0.00018	0.00021	0.00000	0.00000
55	0.99692	0.00282	0.00008	0.00026	0.00000	0.00000	0.99254	0.00724	0.00022	0.00023	0.00000	0.00000
56	0.99686	0.00291	0.00015	0.00022	0.00000	0.00000	0.99255	0.00722	0.00008	0.00023	0.00000	0.00000
57	0.99670	0.00307	0.00017	0.00023	0.00000	0.00000	0.99213	0.00762	0.00015	0.00025	0.00000	0.00000
58	0.99684	0.00288	0.00011	0.00028	0.00000	0.00000	0.99215	0.00760	0.00013	0.00025	0.00000	0.00000
59	0.99657	0.00316	0.00012	0.00027	0.00000	0.00000	0.99168	0.00814	0.00005	0.00018	0.00000	0.00000
60	0.99656	0.00324	0.00022	0.00021	0.00000	0.00000	0.99184	0.00794	0.00011	0.00022	0.00000	0.00000
61	0.99668	0.00314	0.00008	0.00018	0.00000	0.00000	0.99166	0.00807	0.00009	0.00027	0.00000	0.00000
62	0.99643	0.00335	0.00012	0.00022	0.00000	0.00000	0.99157	0.00821	0.00010	0.00022	0.00000	0.00000
63	0.99664	0.00305	0.00008	0.00030	0.00000	0.00000	0.99139	0.00833	0.00009	0.00027	0.00000	0.00000
64	0.99650	0.00322	0.00010	0.00028	0.00000	0.00000	0.99091	0.00887	0.00015	0.00022	0.00000	0.00000
65	0.99609	0.00359	0.00019	0.00032	0.00000	0.00000	0.99052	0.00921	0.00009	0.00027	0.00000	0.00000
66	0.99614	0.00360	0.00011	0.00026	0.00000	0.00000	0.99104	0.00869	0.00009	0.00027	0.00000	0.00000
67	0.99636	0.00333	0.00013	0.00031	0.00000	0.00000	0.99113	0.00866	0.00013	0.00021	0.00000	0.00000
