#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99491	0.00496	0.00000	0.00000	0.00013	0.00000	0.99538	0.00462	0.00000	0.00000	0.00000	0.00000
2	0.99207	0.00621	0.00000	0.00000	0.00172	0.00000	0.99523	0.00477	0.00000	0.00000	0.00000	0.00000
3	0.99500	0.00498	0.00000	0.00002	0.00000	0.00000	0.99464	0.00531	0.00000	0.00005	0.00000	0.00000
4	0.99496	0.00497	0.00001	0.00007	0.00000	0.00000	0.99461	0.00528	0.00001	0.00011	0.00000	0.00000
5	0.99486	0.00499	0.00002	0.00013	0.00002	0.00000	0.99227	0.00757	0.00002	0.00015	0.00000	0.00000
6	0.99540	0.00432	0.00002	0.00016	0.00013	0.00000	0.99395	0.00589	0.00004	0.00016	0.00000	0.00000
7	0.99546	0.00435	0.00003	0.00019	0.00000	0.00000	0.99501	0.00474	0.00003	0.00025	0.00000	0.00000
8	0.99548	0.00423	0.00004	0.00029	0.00000	0.00000	0.99485	0.00485	0.00006	0.00030	0.00000	0.00000
9	0.99528	0.00442	0.00010	0.00029	0.00000	0.00000	0.99514	0.00453	0.00009	0.00033	0.00000	0.00000
10	0.99562	0.00412	0.00010	0.00026	0.00000	0.00000	0.99587	0.00383	0.00010	0.00030	0.00000	0.00000
11	0.99546	0.00426	0.00013	0.00028	0.00000	0.00000	0.99576	0.00393	0.00008	0.00031	0.00000	0.00000
12	0.99679	0.00297	0.00008	0.00023	0.00000	0.00000	0.99549	0.00423	0.00008	0.00028	0.00000	0.00000
13	0.99586	0.00390	0.00010	0.00024	0.00000	0.00000	0.99610	0.00354	0.00005	0.00035	0.00001	0.00000
14	0.99669	0.00303	0.00007	0.00028	0.00000	0.00000	0.99566	0.00395	0.00006	0.00039	0.00000	0.00000
15	0.99574	0.00397	0.00005	0.00029	0.00000	0.00000	0.99557	0.00406	0.00007	0.00036	0.00000	0.00000
16	0.99653	0.00303	0.00013	0.00044	0.00000	0.00000	0.86921	0.00377	0.00010	0.00038	0.12665	0.00000
