#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99530	0.00442	0.00000	0.00000	0.00028	0.00000	0.99654	0.00346	0.00000	0.00000	0.00000	0.00000
2	0.99436	0.00531	0.00000	0.00000	0.00033	0.00000	0.99623	0.00377	0.00000	0.00000	0.00000	0.00000
3	0.99522	0.00472	0.00000	0.00003	0.00003	0.00000	0.99617	0.00381	0.00000	0.00003	0.00000	0.00000
4	0.99544	0.00442	0.00000	0.00007	0.00008	0.00000	0.99716	0.00279	0.00001	0.00005	0.00000	0.00000
5	0.99572	0.00415	0.00001	0.00013	0.00000	0.00000	0.99649	0.00347	0.00006	0.00004	0.00000	0.00000
6	0.99638	0.00348	0.00003	0.00013	0.00002	0.00000	0.99646	0.00343	0.00006	0.00011	0.00000	0.00000
7	0.99631	0.00356	0.00002	0.00013	0.00000	0.00000	0.99688	0.00300	0.00003	0.00012	0.00000	0.00000
8	0.99635	0.00343	0.00006	0.00022	0.00000	0.00000	0.99638	0.00348	0.00008	0.00014	0.00000	0.00000
9	0.99645	0.00341	0.00010	0.00013	0.00000	0.00000	0.99638	0.00347	0.00002	0.00015	0.00000	0.00000
10	0.99677	0.00313	0.00010	0.00010	0.00000	0.00000	0.99696	0.00293	0.00006	0.00011	0.00000	0.00000
11	0.99680	0.00303	0.00013	0.00018	0.00000	0.00000	0.99696	0.00295	0.00005	0.00009	0.00000	0.00000
12	0.99766	0.00216	0.00007	0.00019	0.00000	0.00000	0.99634	0.00354	0.00003	0.00013	0.00000	0.00000
13	0.99706	0.00276	0.00007	0.00018	0.00000	0.00000	0.99713	0.00271	0.00006	0.00016	0.00000	0.00000
14	0.99767	0.00219	0.00003	0.00014	0.00000	0.00000	0.99682	0.00299	0.00012	0.00019	0.00000	0.00000
15	0.99708	0.00270	0.00006	0.00022	0.00000	0.00000	0.99661	0.00314	0.00006	0.00025	0.00000	0.00000
16	0.99745	0.00236	0.00014	0.00019	0.00000	0.00000	0.99668	0.00318	0.00008	0.00014	0.00000	0.00000
17	0.99687	0.00294	0.00008	0.00019	0.00000	0.00000	0.99708	0.00279	0.00006	0.00013	0.00000	0.00000
18	0.99697	0.00280	0.00017	0.00023	0.00000	0.00000	0.99656	0.00324	0.00013	0.00019	0.00000	0.00000
19	0.99766	0.00213	0.00004	0.00021	0.00000	0.00000	0.99645	0.00339	0.00005	0.00017	0.00000	0.00000
20	0.99723	0.00259	0.00009	0.00019	0.00000	0.00000	0.99709	0.00277	0.00004	0.00014	0.00000	0.00000
21	0.99766	0.00217	0.00008	0.00017	0.00000	0.00000	0.99666	0.00318	0.00017	0.00017	0.00000	0.00000
22	0.99714	0.00268	0.00008	0.00018	0.00000	0.00000	0.99681	0.00299	0.00008	0.00020	0.00000	0.00000
23	0.99654	0.00324	0.00016	0.00023	0.00000	0.00000	0.99612	0.00371	0.00017	0.00017	0.00000	0.00000
24	0.99676	0.00300	0.00009	0.00024	0.00000	0.00000	0.99623	0.00361	0.00010	0.00016	0.00000	0.00000
25	0.99634	0.00349	0.00013	0.00017	0.00000	0.00000	0.99720	0.00266	0.00015	0.00014	0.00000	0.00000
26	0.99574	0.00406	0.00018	0.00020	0.00000	0.00000	0.99695	0.00289	0.00008	0.00016	0.00000	0.00000
27	0.99678	0.00299	0.00010	0.00023	0.00000	0.00000	0.99581	0.00392	0.00011	0.00027	0.00000	0.00000
28	0.99619	0.00360	0.00013	0.00021	0.00000	0.00000	0.99632	0.00343	0.00006	0.00025	0.00000	0.00000
29	0.99666	0.00321	0.00012	0.00013	0.00000	0.00000	0.99679	0.00303	0.00019	0.00018	0.00000	0.00000
30	0.99597	0.00383	0.00011	0.00020	0.00000	0.00000	0.99607	0.00371	0.00005	0.00022	0.00000	0.00000
31	0.99605	0.00379	0.00016	0.00016	0.00000	0.00000	0.99646	0.00325	0.00013	0.00029	0.00000	0.00000
32	0.99590	0.00391	0.00006	0.00019	0.00000	0.00000	0.99584	0.00387	0.00012	0.00029	0.00000	0.00000
33	0.99672	0.00312	0.00010	0.00016	0.00000	0.00000	0.99607	0.00371	0.00015	0.00023	0.00000	0.00000
34	0.99735	0.00240	0.00013	0.00025	0.00000	0.00000	0.99566	0.00411	0.00016	0.00023	0.00000	0.00000
35	0.99739	0.00232	0.00012	0.00029	0.00000	0.00000	0.99649	0.00323	0.00014	0.00028	0.00000	0.00000
36	0.99714	0.00262	0.00017	0.00024	0.00000	0.00000	0.99580	0.00387	0.00019	0.00033	0.00000	0.00000
37	0.99697	0.00278	0.00010	0.00024	0.00000	0.00000	0.99570	0.00404	0.00009	0.00025	0.00000	0.00000
38	0.99719	0.00260	0.00014	0.00020	0.00000	0.00000	0.99637	0.00341	0.00013	0.00022	0.00000	0.00000
39	0.99697	0.00280	0.00013	0.00023	0.00000	0.00000	0.99591	0.00383	0.00013	0.00025	0.00000	0.00000
40	0.99691	0.00279	0.00013	0.00030	0.00000	0.00000	0.99650	0.00325	0.00013	0.00024	0.00000	0.00000
41	0.99706	0.00270	0.00011	0.00024	0.00000	0.00000	0.99601	0.00381	0.00016	0.00019	0.00000	0.00000
42	0.99662	0.00306	0.00023	0.00032	0.00000	0.00000	0.99613	0.00367	0.00015	0.00020	0.00000	0.00000
43	0.99716	0.00255	0.00008	0.00029	0.00000	0.00000	0.99667	0.00307	0.00013	0.00026	0.00000	0.00000
44	0.99697	0.00270	0.00019	0.00033	0.00000	0.00000	0.99583	0.00389	0.00015	0.00028	0.00000	0.00000
45	0.99697	0.00270	0.00014	0.00033	0.00000	0.00000	0.99612	0.00362	0.00015	0.00026	0.00000	0.00000
46	0.99707	0.00270	0.00012	0.00024	0.00000	0.00000	0.99612	0.00365	0.00013	0.00024	0.00000	0.00000
47	0.99663	0.00295	0.00018	0.00042	0.00000	0.00000	0.99575	0.00399	0.00014	0.00026	0.00000	0.00000
48	0.99675	0.00302	0.00013	0.00023	0.00000	0.00000	0.99588	0.00387	0.00011	0.00025	0.00000	0.00000
49	0.99666	0.00312	0.00014	0.00022	0.00000	0.00000	0.99583	0.00395	0.00028	0.00022	0.00000	0.00000
50	0.99648	0.00321	0.00024	0.00031	0.00000	0.00000	0.99568	0.00405	0.00017	0.00026	0.00000	0.00000
51	0.99640	0.00319	0.00008	0.00041	0.00000	0.00000	0.99557	0.00413	0.00012	0.00030	0.00000	0.00000
52	0.99663	0.00304	0.00013	0.00033	0.00000	0.00000	0.99576	0.00391	0.00019	0.00033	0.00000	0.00000
53	0.99631	0.00351	0.00009	0.00019	0.00000	0.00000	0.99553	0.00416	0.00007	0.00031	0.00000	0.00000
54	0.99681	0.00301	0.00021	0.00018	0.00000	0.00000	0.99546	0.00422	0.00026	0.00033	0.00000	0.00000
55	0.99662	0.00310	0.00017	0.00029	0.00000	0.00000	0.99523	0.00446	0.00017	0.00031	0.00000	0.00000
56	0.99668	0.00297	0.00021	0.00035	0.00000	0.00000	0.99555	0.00415	0.00021	0.00030	0.00000	0.00000
57	0.99638	0.00318	0.00018	0.00044	0.00000	0.00000	0.99484	0.00474	0.00014	0.00042	0.00000	0.00000
58	0.99628	0.00331	0.00004	0.00041	0.00000	0.00000	0.99507	0.00452	0.00013	0.00041	0.00000	0.00000
59	0.99635	0.00313	0.00018	0.00051	0.00000	0.00000	0.99482	0.00470	0.00024	0.00048	0.00000	0.00000
60	0.99592	0.00364	0.00015	0.00045	0.00000	0.00000	0.99499	0.00469	0.00019	0.00032	0.00000	0.00000
61	0.99646	0.00310	0.00011	0.00045	0.00000	0.00000	0.99480	0.00476	0.00013	0.00044	0.00000	0.00000
62	0.99603	0.00359	0.00014	0.00038	0.00000	0.00000	0.99440	0.00520	0.00013	0.00040	0.00000	0.00000
63	0.99619	0.00344	0.00015	0.00036	0.00000	0.00000	0.99402	0.00563	0.00019	0.00035	0.00001	0.00000
64	0.99645	0.00317	0.00019	0.00038	0.00000	0.00000	0.99452	0.00507	0.00014	0.00041	0.00000	0.00000
65	0.99607	0.00354	0.00017	0.00040	0.00000	0.00000	0.99465	0.00495	0.00013	0.00040	0.00000	0.00000
66	0.99602	0.00356	0.00014	0.00041	0.00000	0.00000	0.99404	0.00558	0.00018	0.00038	0.00000	0.00000
67	0.99570	0.00393	0.00016	0.00037	0.00000	0.00000	0.99461	0.00496	0.00024	0.00043	0.00000	0.00000
68	0.99574	0.00386	0.00018	0.00040	0.00000	0.00000	0.99462	0.00506	0.00012	0.00032	0.00000	0.00000
