#Mean	462.307
#Median	437
#Mode	406
#STDev	183.468
#PercentOfPairs	99.990
#InsertSize	Count
23	1
35	7
36	6
37	1
38	3
39	3
40	4
41	4
42	1
43	5
44	4
45	16
46	7
47	6
48	2
49	3
50	6
51	7
52	14
53	11
54	14
55	9
56	11
57	3
58	3
59	6
60	2
61	7
62	14
63	8
64	22
65	9
66	6
67	9
68	4
69	6
70	15
71	8
72	16
73	18
74	13
75	10
76	10
77	16
78	9
79	2
80	8
81	12
82	9
83	10
84	27
85	23
86	10
87	10
88	8
89	9
90	13
91	19
92	14
93	20
94	12
95	20
96	16
97	32
98	14
99	12
100	17
101	16
102	19
103	26
104	27
105	31
106	28
107	20
108	20
109	13
110	15
111	18
112	25
113	19
114	29
115	32
116	22
117	24
118	29
119	24
120	13
121	13
122	19
123	22
124	35
125	21
126	30
127	37
128	33
129	24
130	20
131	24
132	26
133	23
134	48
135	40
136	47
137	31
138	31
139	33
140	26
141	32
142	37
143	31
144	40
145	44
146	53
147	42
148	39
149	38
150	27
151	31
152	30
153	35
154	52
155	50
156	49
157	49
158	58
159	29
160	36
161	24
162	39
163	48
164	66
165	55
166	62
167	50
168	65
169	55
170	38
171	36
172	47
173	49
174	52
175	56
176	54
177	66
178	71
179	51
180	56
181	48
182	44
183	37
184	64
185	53
186	85
187	69
188	73
189	69
190	51
191	50
192	52
193	49
194	54
195	75
196	75
197	91
198	89
199	83
200	85
201	63
202	67
203	60
204	56
205	64
206	85
207	92
208	73
209	92
210	84
211	77
212	76
213	60
214	83
215	96
216	90
217	88
218	91
219	98
220	87
221	86
222	82
223	83
224	77
225	100
226	74
227	113
228	95
229	130
230	113
231	100
232	102
233	87
234	75
235	105
236	112
237	109
238	127
239	137
240	131
241	140
242	119
243	110
244	94
245	99
246	110
247	141
248	138
249	139
250	140
251	143
252	137
253	115
254	114
255	121
256	119
257	115
258	158
259	137
260	152
261	168
262	173
263	140
264	128
265	134
266	141
267	131
268	169
269	171
270	177
271	163
272	183
273	150
274	156
275	139
276	135
277	162
278	148
279	145
280	181
281	209
282	175
283	183
284	152
285	185
286	160
287	175
288	186
289	181
290	184
291	188
292	214
293	183
294	225
295	189
296	180
297	167
298	181
299	197
300	217
301	239
302	193
303	218
304	211
305	183
306	220
307	204
308	196
309	207
310	219
311	223
312	219
313	242
314	228
315	203
316	208
317	175
318	194
319	194
320	257
321	226
322	229
323	262
324	240
325	213
326	222
327	213
328	202
329	182
330	237
331	229
332	250
333	265
334	261
335	243
336	236
337	235
338	221
339	215
340	269
341	276
342	266
343	294
344	299
345	275
346	262
347	231
348	252
349	237
350	251
351	261
352	273
353	273
354	276
355	237
356	258
357	275
358	221
359	222
360	209
361	268
362	263
363	280
364	271
365	260
366	265
367	255
368	254
369	254
370	261
371	246
372	262
373	267
374	288
375	295
376	274
377	244
378	272
379	253
380	239
381	254
382	244
383	285
384	271
385	289
386	274
387	289
388	283
389	228
390	234
391	261
392	267
393	264
394	304
395	286
396	283
397	252
398	248
399	242
400	244
401	246
402	250
403	265
404	242
405	272
406	310
407	302
408	239
409	246
410	272
411	226
412	244
413	269
414	267
415	256
416	261
417	266
418	247
419	265
420	246
421	250
422	251
423	241
424	251
425	309
426	250
427	250
428	267
429	268
430	244
431	225
432	197
433	260
434	215
435	248
436	290
437	263
438	250
439	229
440	244
441	237
442	255
443	262
444	245
445	291
446	275
447	270
448	261
449	280
450	250
451	229
452	244
453	261
454	217
455	255
456	225
457	222
458	244
459	236
460	250
461	246
462	224
463	192
464	245
465	258
466	239
467	240
468	254
469	221
470	235
471	215
472	231
473	202
474	229
475	254
476	238
477	219
478	257
479	231
480	224
481	208
482	230
483	210
484	217
485	209
486	203
487	210
488	220
489	217
490	213
491	222
492	215
493	214
494	191
495	213
496	187
497	206
498	205
499	220
500	215
501	208
502	213
503	205
504	167
505	178
506	206
507	209
508	194
509	204
510	209
511	220
512	221
513	192
514	197
515	192
516	142
517	199
518	195
519	193
520	173
521	175
522	191
523	186
524	208
525	171
526	177
527	152
528	142
529	213
530	206
531	185
532	188
533	187
534	194
535	157
536	169
537	161
538	175
539	188
540	181
541	163
542	164
543	171
544	174
545	149
546	148
547	173
548	180
549	152
550	146
551	153
552	147
553	156
554	166
555	151
556	145
557	161
558	180
559	148
560	151
561	124
562	153
563	152
564	160
565	134
566	154
567	131
568	152
569	144
570	141
571	118
572	157
573	143
574	142
575	150
576	156
577	132
578	115
579	112
580	124
581	132
582	145
583	135
584	145
585	136
586	149
587	130
588	128
589	139
590	141
591	145
592	139
593	138
594	111
595	150
596	137
597	127
598	134
599	137
600	116
601	168
602	121
603	128
604	114
605	109
606	130
607	89
608	116
609	140
610	125
611	121
612	112
613	111
614	135
615	133
616	120
617	128
618	96
619	124
620	114
621	123
622	96
623	103
624	90
625	112
626	93
627	105
628	111
629	103
630	99
631	115
632	112
633	99
634	100
635	115
636	97
637	105
638	106
639	90
640	84
641	109
642	97
643	99
644	108
645	103
646	116
647	105
648	74
649	102
650	81
651	106
652	75
653	108
654	90
655	94
656	101
657	107
658	101
659	87
660	101
661	94
662	96
663	108
664	86
665	80
