#Mean	491.562
#Median	452
#Mode	344
#STDev	218.668
#PercentOfPairs	99.986
#InsertSize	Count
23	2
35	6
36	5
37	8
38	1
39	2
40	9
41	10
42	7
43	7
44	10
45	5
46	5
47	8
48	1
49	5
50	4
51	9
52	9
53	11
54	11
55	9
56	9
57	3
59	6
60	7
61	4
62	13
63	15
64	14
65	10
66	8
67	8
68	11
69	11
70	15
71	7
72	10
73	17
74	14
75	15
76	22
77	15
78	9
79	5
80	18
81	6
82	13
83	18
84	18
85	18
86	22
87	16
88	20
89	9
90	13
91	11
92	10
93	28
94	33
95	36
96	12
97	18
98	23
99	12
100	14
101	17
102	22
103	29
104	24
105	35
106	26
107	15
108	20
109	19
110	15
111	18
112	25
113	28
114	27
115	38
116	36
117	22
118	35
119	14
120	21
121	28
122	33
123	26
124	39
125	40
126	51
127	49
128	37
129	31
130	26
131	23
132	31
133	29
134	43
135	40
136	50
137	36
138	49
139	36
140	28
141	17
142	32
143	48
144	47
145	46
146	41
147	37
148	40
149	41
150	30
151	22
152	38
153	43
154	54
155	53
156	59
157	61
158	49
159	57
160	37
161	41
162	34
163	41
164	47
165	58
166	53
167	62
168	72
169	50
170	57
171	47
172	47
173	47
174	62
175	74
176	71
177	77
178	71
179	61
180	73
181	61
182	59
183	67
184	49
185	62
186	76
187	79
188	96
189	87
190	55
191	68
192	63
193	63
194	69
195	84
196	77
197	92
198	91
199	73
200	75
201	63
202	74
203	56
204	64
205	71
206	102
207	87
208	93
209	98
210	99
211	97
212	84
213	79
214	91
215	84
216	91
217	121
218	118
219	122
220	111
221	87
222	108
223	92
224	105
225	125
226	91
227	116
228	156
229	131
230	135
231	108
232	123
233	88
234	97
235	105
236	109
237	117
238	158
239	140
240	151
241	136
242	134
243	120
244	113
245	127
246	143
247	128
248	135
249	140
250	133
251	147
252	135
253	159
254	107
255	125
256	157
257	148
258	159
259	165
260	174
261	177
262	154
263	144
264	176
265	159
266	133
267	155
268	178
269	173
270	160
271	220
272	184
273	213
274	163
275	170
276	140
277	155
278	169
279	203
280	192
281	195
282	203
283	186
284	156
285	166
286	190
287	172
288	153
289	208
290	193
291	220
292	223
293	203
294	210
295	198
296	199
297	212
298	218
299	216
300	202
301	187
302	221
303	242
304	199
305	185
306	187
307	198
308	199
309	206
310	219
311	245
312	249
313	279
314	235
315	215
316	175
317	189
318	203
319	233
320	195
321	242
322	213
323	238
324	249
325	230
326	218
327	218
328	211
329	229
330	245
331	239
332	258
333	245
334	258
335	234
336	225
337	243
338	221
339	221
340	262
341	277
342	279
343	238
344	312
345	257
346	234
347	219
348	244
349	207
350	213
351	205
352	252
353	262
354	248
355	282
356	281
357	261
358	225
359	208
360	230
361	229
362	262
363	268
364	276
365	278
366	249
367	230
368	227
369	234
370	232
371	255
372	229
373	244
374	228
375	256
376	258
377	272
378	271
379	251
380	224
381	224
382	271
383	236
384	269
385	276
386	235
387	277
388	242
389	232
390	221
391	228
392	245
393	244
394	264
395	240
396	237
397	245
398	279
399	250
400	220
401	214
402	210
403	231
404	262
405	265
406	253
407	264
408	262
409	228
410	220
411	245
412	245
413	261
414	256
415	265
416	256
417	229
418	239
419	240
420	194
421	258
422	261
423	213
424	220
425	260
426	273
427	258
428	228
429	260
430	264
431	210
432	228
433	217
434	215
435	247
436	221
437	249
438	278
439	250
440	249
441	231
442	238
443	227
444	203
445	251
446	231
447	266
448	286
449	232
450	251
451	243
452	212
453	221
454	231
455	247
456	214
457	218
458	220
459	230
460	214
461	227
462	234
463	232
464	212
465	227
466	222
467	167
468	233
469	198
470	197
471	218
472	219
473	207
474	198
475	201
476	245
477	242
478	247
479	239
480	211
481	197
482	231
483	214
484	185
485	197
486	202
487	175
488	198
489	216
490	250
491	204
492	205
493	176
494	192
495	195
496	215
497	207
498	204
499	218
500	159
501	180
502	211
503	175
504	211
505	156
506	159
507	174
508	184
509	207
510	216
511	201
512	190
513	202
514	176
515	192
516	183
517	171
518	198
519	174
520	212
521	161
522	210
523	212
524	179
525	171
526	187
527	170
528	176
529	170
530	180
531	183
532	202
533	164
534	181
535	180
536	172
537	173
538	154
539	173
540	177
541	181
542	147
543	174
544	188
545	183
546	181
547	151
548	180
549	174
550	162
551	143
552	157
553	150
554	163
555	179
556	164
557	155
558	151
559	132
560	170
561	172
562	165
563	136
564	128
565	155
566	162
567	154
568	117
569	128
570	144
571	142
572	188
573	129
574	143
575	167
576	143
577	137
578	150
579	142
580	143
581	165
582	118
583	149
584	138
585	165
586	127
587	149
588	123
589	150
590	158
591	135
592	141
593	154
594	155
595	133
596	135
597	144
598	136
599	136
600	139
601	141
602	107
603	137
604	166
605	126
606	119
607	115
608	140
609	166
610	122
611	146
612	125
613	141
614	132
615	120
616	136
617	126
618	106
619	133
620	111
621	119
622	116
623	118
624	118
625	123
626	142
627	125
628	105
629	113
630	104
631	112
632	120
633	123
634	113
635	127
636	122
637	130
638	119
639	120
640	113
641	105
642	106
643	99
644	98
645	128
646	116
647	111
648	136
649	107
650	101
651	115
652	105
653	117
654	113
655	104
656	97
657	127
658	99
659	109
660	116
661	98
662	107
663	91
664	110
665	114
666	90
667	107
668	113
669	92
670	107
671	107
672	86
673	95
674	86
675	92
676	92
677	88
678	106
679	93
680	106
681	95
682	106
683	116
684	92
685	111
686	76
687	100
688	94
689	83
690	104
691	90
692	85
693	93
694	86
695	87
696	86
697	96
698	113
699	97
700	91
701	80
702	72
703	94
704	91
705	79
706	95
707	88
708	96
709	92
710	86
711	90
712	81
713	99
714	101
715	84
716	72
717	76
718	78
719	76
720	91
721	64
722	88
723	93
724	94
725	68
726	75
727	72
728	83
729	95
730	85
731	72
732	86
733	68
734	87
735	81
736	93
737	81
738	83
739	74
740	92
741	79
742	64
743	74
744	72
745	61
746	76
747	67
748	74
749	77
750	74
751	75
752	84
753	61
754	79
755	77
756	72
757	61
758	80
759	77
760	83
761	55
762	51
763	68
764	57
765	66
766	69
767	66
768	78
769	65
770	64
771	67
772	74
773	51
774	58
775	68
776	73
777	71
778	66
779	65
780	63
781	61
782	66
783	65
784	72
785	63
786	75
787	58
788	54
789	59
790	57
791	62
792	77
793	72
794	55
795	59
796	58
797	58
798	51
799	64
800	69
801	68
802	62
803	52
804	57
805	57
