#Deviation	2.1101	1.7859
#Avg_STDev	5.672
#Diversity	3.148
#Entropy	0.033
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.443	21.427	24.689	35.739	26.128	26.074
2	35.411	21.435	23.819	35.920	26.443	25.480
3	35.700	21.897	24.299	35.987	26.642	25.151
4	35.651	21.814	24.573	36.005	26.740	27.006
5	35.770	22.074	25.206	35.915	26.472	26.047
6	35.991	22.382	26.121	36.035	26.921	26.729
7	35.922	22.269	25.341	35.949	26.574	26.777
8	35.922	22.294	26.128	35.898	26.383	25.748
9	35.909	22.230	25.588	35.979	26.592	25.849
10	35.910	22.301	26.169	35.913	26.373	26.652
11	36.045	22.461	25.980	36.025	26.814	26.128
12	35.922	22.314	28.194	35.852	26.195	25.710
13	35.983	22.378	26.809	35.976	26.621	27.177
14	35.925	22.290	27.875	35.921	26.383	26.500
15	35.950	22.336	27.159	35.906	26.419	25.673
16	35.893	22.304	28.491	35.879	26.215	26.183
17	35.894	22.253	26.007	35.858	26.186	25.980
18	35.886	22.261	27.073	35.846	26.117	25.318
19	35.920	22.337	29.407	35.851	26.173	25.624
20	35.909	22.309	27.265	35.878	26.257	26.714
21	35.929	22.328	28.684	35.866	26.171	25.398
22	35.910	22.303	26.714	35.842	26.148	25.837
23	35.868	22.242	25.837	35.816	26.061	25.284
24	35.859	22.259	25.901	35.828	26.162	25.888
25	35.823	22.181	25.217	35.812	25.984	25.798
26	35.772	22.059	24.436	35.777	25.870	24.675
27	35.786	22.097	26.470	35.791	26.005	25.445
28	35.744	22.018	24.917	35.789	26.007	26.281
29	35.745	22.032	25.967	35.778	25.921	25.410
30	35.738	21.995	25.086	35.764	25.865	24.927
31	35.740	22.020	24.948	35.725	25.763	25.284
32	35.716	21.973	25.011	35.718	25.753	24.844
33	35.720	21.977	26.239	35.691	25.698	26.047
34	35.733	22.004	26.652	35.693	25.645	25.528
35	35.716	21.976	26.575	35.673	25.543	25.433
36	35.916	26.812	26.683	35.612	25.591	24.299
37	35.891	26.726	26.455	35.621	25.677	24.245
38	35.896	26.795	26.636	35.644	25.694	24.511
39	35.876	26.632	26.500	35.628	25.638	24.684
40	35.887	26.674	26.729	35.660	25.723	24.753
41	35.871	26.666	26.529	35.663	25.810	25.053
