#Deviation	2.2336	2.4351
#Avg_STDev	5.725
#Diversity	3.207
#Entropy	0.033
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.371	21.615	23.542	35.786	26.298	22.988
2	35.340	21.628	23.121	35.924	26.550	22.975
3	35.659	22.160	23.947	36.006	26.861	22.815
4	35.624	22.116	24.151	35.992	26.782	21.651
5	35.724	22.329	24.659	35.905	26.494	19.593
6	35.974	22.727	25.372	36.049	27.094	21.296
7	35.912	22.616	25.389	35.940	26.589	22.759
8	35.910	22.628	25.671	35.886	26.352	22.703
9	35.914	22.596	25.635	35.979	26.677	22.969
10	35.858	22.574	25.528	35.912	26.487	24.035
11	36.044	22.837	25.819	36.009	26.848	24.809
12	35.921	22.663	27.747	35.840	26.246	24.094
13	35.973	22.731	26.105	35.961	26.651	25.326
14	35.902	22.631	27.060	35.902	26.448	25.616
15	35.943	22.707	26.199	35.881	26.293	24.464
16	35.904	22.644	26.864	35.869	26.267	24.520
17	35.881	22.637	26.131	35.853	26.255	24.769
18	35.860	22.608	26.353	35.846	26.232	24.328
19	35.916	22.684	27.426	35.864	26.307	24.869
20	35.919	22.700	26.708	35.863	26.279	25.604
21	35.912	22.681	27.283	35.859	26.300	24.302
22	35.905	22.661	26.065	35.833	26.202	25.161
23	35.860	22.621	25.481	35.808	26.089	24.614
24	35.881	22.620	25.883	35.788	25.984	24.681
25	35.807	22.515	25.244	35.801	26.044	25.023
26	35.775	22.444	24.084	35.771	26.000	24.373
27	35.751	22.370	25.114	35.761	25.957	24.662
28	35.731	22.353	24.630	35.755	25.881	23.969
29	35.744	22.358	25.575	35.753	25.911	24.302
30	35.758	22.377	24.776	35.739	25.893	24.809
31	35.716	22.308	24.785	35.739	25.847	24.567
32	35.712	22.309	24.344	35.703	25.732	23.824
33	35.727	22.329	25.934	35.674	25.642	24.749
34	35.706	22.300	25.757	35.694	25.747	24.473
35	35.703	22.288	25.355	35.656	25.551	24.382
36	35.888	26.692	25.635	35.566	25.426	23.407
37	35.854	26.563	25.794	35.573	25.462	23.569
38	35.850	26.573	25.244	35.627	25.634	24.292
39	35.831	26.538	25.611	35.617	25.556	23.561
40	35.824	26.467	25.092	35.611	25.534	24.119
41	35.828	26.462	26.310	35.623	25.595	23.993
42	35.777	26.298	25.354	35.601	25.574	24.309
43	35.802	26.343	25.971	35.613	25.622	24.026
