#Deviation	2.4738	2.6612
#Avg_STDev	5.744
#Diversity	3.219
#Entropy	0.034
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.467	21.561	23.314	35.714	25.871	23.506
2	35.418	21.515	22.465	35.856	26.000	23.161
3	35.703	22.018	23.184	35.912	26.167	23.557
4	35.657	21.943	23.189	35.909	26.189	23.914
5	35.806	22.257	23.592	35.869	26.036	22.967
6	36.011	22.578	24.041	35.952	26.357	23.306
7	35.946	22.448	23.729	35.878	26.117	24.051
8	35.917	22.396	24.099	35.821	25.917	23.662
9	35.932	22.395	24.007	35.882	26.144	23.496
10	35.909	22.431	24.491	35.811	25.906	23.869
11	36.052	22.638	24.634	35.931	26.268	24.097
12	35.954	22.475	25.831	35.724	25.625	24.241
13	36.007	22.564	25.306	35.886	26.142	24.529
14	35.966	22.528	25.866	35.839	26.006	24.634
15	35.977	22.518	25.368	35.813	25.847	23.880
16	35.922	22.465	25.154	35.783	25.766	24.204
17	35.912	22.441	24.964	35.760	25.716	23.858
18	35.909	22.449	24.782	35.759	25.664	23.455
19	35.919	22.473	26.046	35.751	25.637	24.157
20	35.944	22.514	25.593	35.777	25.782	24.180
21	35.944	22.475	25.711	35.774	25.755	23.902
22	35.929	22.466	25.154	35.750	25.702	24.216
23	35.886	22.397	24.478	35.739	25.648	24.028
24	35.908	22.444	24.303	35.723	25.562	23.824
25	35.844	22.346	24.030	35.704	25.512	23.578
26	35.811	22.267	23.358	35.713	25.512	23.748
27	35.826	22.290	24.824	35.685	25.496	24.086
28	35.770	22.226	23.927	35.711	25.548	24.277
29	35.794	22.241	24.661	35.671	25.503	23.824
30	35.742	22.144	23.816	35.668	25.441	23.726
31	35.734	22.127	23.063	35.662	25.391	23.335
32	35.762	22.191	23.571	35.607	25.274	23.325
33	35.754	22.170	24.824	35.601	25.246	23.726
34	35.743	22.140	25.095	35.601	25.203	23.199
35	35.744	22.152	24.608	35.540	25.007	23.496
36	35.922	26.878	24.879	35.481	25.141	23.355
37	35.911	26.736	24.921	35.491	25.144	23.021
38	35.884	26.678	24.516	35.543	25.377	23.095
39	35.897	26.760	24.634	35.552	25.379	23.295
40	35.901	26.821	24.714	35.504	25.175	23.003
41	35.880	26.606	24.146	35.535	25.290	22.780
