#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99539	0.00435	0.00000	0.00000	0.00025	0.00000	0.99374	0.00589	0.00000	0.00000	0.00037	0.00000
2	0.99448	0.00543	0.00000	0.00000	0.00009	0.00000	0.99344	0.00656	0.00000	0.00000	0.00000	0.00000
3	0.99533	0.00454	0.00000	0.00001	0.00012	0.00000	0.99280	0.00717	0.00000	0.00003	0.00000	0.00000
4	0.99558	0.00438	0.00001	0.00004	0.00000	0.00000	0.99362	0.00629	0.00002	0.00009	0.00000	0.00000
5	0.99547	0.00448	0.00002	0.00006	0.00000	0.00000	0.98960	0.01025	0.00002	0.00015	0.00000	0.00000
6	0.99611	0.00381	0.00006	0.00008	0.00000	0.00000	0.99274	0.00711	0.00006	0.00015	0.00000	0.00000
7	0.99634	0.00357	0.00002	0.00009	0.00000	0.00000	0.99420	0.00563	0.00009	0.00017	0.00000	0.00000
8	0.99623	0.00371	0.00006	0.00006	0.00000	0.00000	0.99345	0.00629	0.00006	0.00026	0.00000	0.00000
9	0.99600	0.00390	0.00007	0.00009	0.00000	0.00000	0.99347	0.00621	0.00012	0.00033	0.00000	0.00000
10	0.99611	0.00373	0.00006	0.00015	0.00000	0.00000	0.99537	0.00437	0.00014	0.00026	0.00000	0.00000
11	0.99590	0.00400	0.00013	0.00010	0.00000	0.00000	0.99468	0.00505	0.00010	0.00027	0.00000	0.00000
12	0.99766	0.00218	0.00006	0.00017	0.00000	0.00000	0.99432	0.00539	0.00004	0.00028	0.00001	0.00000
13	0.99649	0.00336	0.00008	0.00014	0.00000	0.00000	0.99563	0.00412	0.00007	0.00025	0.00000	0.00000
14	0.99737	0.00248	0.00004	0.00016	0.00000	0.00000	0.99510	0.00465	0.00005	0.00025	0.00000	0.00000
15	0.99648	0.00333	0.00002	0.00019	0.00000	0.00000	0.99456	0.00515	0.00003	0.00029	0.00000	0.00000
16	0.99740	0.00243	0.00012	0.00017	0.00000	0.00000	0.99410	0.00561	0.00008	0.00029	0.00000	0.00000
17	0.99620	0.00354	0.00006	0.00025	0.00000	0.00000	0.99426	0.00549	0.00007	0.00025	0.00000	0.00000
18	0.99679	0.00299	0.00014	0.00022	0.00000	0.00000	0.99404	0.00571	0.00011	0.00026	0.00000	0.00000
19	0.99759	0.00226	0.00009	0.00016	0.00000	0.00000	0.99414	0.00560	0.00007	0.00026	0.00000	0.00000
20	0.99699	0.00286	0.00004	0.00016	0.00000	0.00000	0.99520	0.00454	0.00003	0.00026	0.00000	0.00000
21	0.99737	0.00248	0.00013	0.00016	0.00000	0.00000	0.99417	0.00553	0.00008	0.00030	0.00000	0.00000
22	0.99639	0.00343	0.00004	0.00018	0.00000	0.00000	0.99433	0.00537	0.00006	0.00030	0.00000	0.00000
