#Deviation	2.3295	2.9114
#Avg_STDev	6.304
#Diversity	3.874
#Entropy	0.038
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.821	22.043	23.856	35.469	25.261	24.088
2	35.581	21.158	21.663	35.468	24.808	23.182
3	35.942	22.336	23.493	35.596	25.121	22.751
4	35.947	22.365	23.779	35.637	25.258	23.119
5	35.970	22.418	23.612	35.540	24.953	21.371
6	36.168	22.680	24.182	35.703	25.492	22.473
7	36.123	22.669	24.384	35.627	25.203	23.563
8	36.101	22.640	24.748	35.562	24.975	23.111
9	36.183	22.749	24.232	35.741	25.585	23.486
10	36.071	22.621	24.530	35.517	24.872	23.850
11	36.205	22.814	24.272	35.723	25.599	24.498
12	36.107	22.667	26.291	35.588	25.066	23.841
13	36.171	22.731	25.098	35.696	25.401	24.107
14	36.138	22.713	25.998	35.598	25.155	24.268
15	36.103	22.670	25.062	35.562	25.066	23.344
16	36.103	22.674	26.013	30.999	10.129	10.037
17	36.044	22.570	24.252	35.468	24.772	23.512
18	36.044	22.578	24.748	35.326	24.390	22.853
19	36.052	22.585	26.889	35.432	24.645	23.352
20	36.085	22.641	25.196	35.451	24.650	23.804
21	36.059	22.583	26.088	35.382	24.551	22.920
22	36.048	22.591	24.748	35.416	24.570	23.095
23	35.982	22.493	23.851	35.371	24.490	22.824
24	36.032	22.578	24.498	35.346	24.452	23.206
25	36.007	22.522	23.595	35.334	24.432	23.262
26	35.958	22.413	23.281	35.309	24.346	23.230
27	35.947	22.403	25.122	35.306	24.320	22.708
28	35.928	22.369	24.028	35.302	24.338	22.988
29	35.927	22.352	25.309	35.256	24.227	23.190
30	35.904	22.315	23.353	35.221	24.121	22.883
31	35.922	22.372	23.527	35.213	24.145	22.623
32	35.890	22.307	23.952	35.197	24.078	22.581
33	35.885	22.302	25.681	35.178	24.030	22.540
34	35.890	22.315	25.183	35.174	24.022	22.160
35	35.855	22.250	25.122	35.156	23.993	22.432
36	36.041	27.365	24.615	35.154	24.111	22.444
37	36.029	27.277	25.036	35.117	24.022	22.222
38	36.018	27.245	25.270	35.083	23.948	22.133
39	36.028	27.128	24.941	35.020	23.806	21.814
40	36.018	27.210	25.096	35.083	23.943	22.077
41	36.006	27.173	25.257	35.037	23.848	21.890
42	35.972	27.003	25.624	35.023	23.800	22.058
43	35.979	27.022	25.307	34.832	23.222	21.383
44	35.974	27.037	25.071	34.959	23.632	21.789
45	35.980	27.019	25.083	34.950	23.619	21.715
46	35.939	26.821	25.230	34.951	23.634	21.731
47	35.941	26.869	24.734	34.832	23.417	21.181
48	35.935	26.860	25.058	34.911	23.550	21.613
49	35.835	26.351	24.558	34.920	23.604	21.339
50	35.905	26.719	25.034	34.876	23.479	21.476
51	35.893	26.576	24.688	34.869	23.469	21.433
52	35.856	26.532	24.927	34.847	23.417	21.595
53	35.887	26.606	24.903	34.834	23.379	21.475
54	35.859	26.506	24.698	34.809	23.357	21.007
55	35.831	26.404	25.008	34.814	23.296	21.144
56	35.857	26.442	24.833	34.807	23.351	21.234
57	35.790	26.256	24.588	34.727	23.162	20.958
58	35.806	26.292	24.855	34.715	23.161	20.982
59	35.810	26.322	24.502	34.671	23.025	20.771
60	35.769	26.090	24.366	34.683	23.052	20.821
61	35.778	26.185	24.686	34.633	22.945	20.743
62	35.774	26.157	24.325	34.663	22.994	20.693
