#Deviation	2.4952	2.5859
#Avg_STDev	5.694
#Diversity	3.171
#Entropy	0.034
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.517	21.689	23.365	35.725	25.925	23.649
2	35.521	21.691	22.189	35.838	26.052	23.747
3	35.794	22.212	23.316	35.904	26.277	24.001
4	35.740	22.086	23.253	35.914	26.327	24.525
5	35.905	22.465	23.898	35.816	26.004	24.012
6	36.051	22.650	24.595	35.954	26.473	24.501
7	36.001	22.582	24.194	35.849	26.050	24.419
8	36.000	22.629	24.595	35.835	26.015	24.033
9	35.964	22.491	23.949	35.891	26.172	24.216
10	35.962	22.574	24.350	35.808	25.981	25.272
11	36.096	22.752	23.939	35.924	26.332	24.466
12	35.976	22.586	25.836	35.775	25.832	24.033
13	36.043	22.652	24.704	35.886	26.229	24.669
14	35.974	22.580	25.498	35.826	25.973	24.645
15	35.976	22.556	25.268	35.841	26.064	24.272
16	35.971	22.582	25.789	35.787	25.835	24.584
17	35.971	22.580	25.036	35.750	25.702	24.162
18	35.959	22.594	25.063	35.748	25.684	24.001
19	35.995	22.623	25.679	35.762	25.726	24.022
20	35.992	22.642	25.282	35.806	25.976	24.317
21	35.993	22.643	26.032	35.781	25.809	23.928
22	35.978	22.607	24.944	35.750	25.712	24.205
23	35.914	22.487	24.535	35.736	25.640	23.959
24	35.951	22.557	24.150	35.717	25.621	24.162
25	35.903	22.475	24.453	35.698	25.574	24.012
26	35.850	22.374	23.388	35.684	25.538	23.837
27	35.853	22.384	24.523	35.714	25.555	23.816
28	35.813	22.293	23.698	35.667	25.443	23.757
29	35.813	22.275	24.419	35.650	25.434	23.544
30	35.792	22.279	23.708	35.675	25.506	24.328
31	35.783	22.252	23.415	35.645	25.426	23.887
32	35.794	22.279	23.888	35.628	25.340	23.377
33	35.797	22.264	24.655	35.625	25.368	23.450
34	35.779	22.256	25.023	35.609	25.293	23.478
35	35.785	22.253	24.791	35.593	25.238	23.688
36	35.969	27.063	24.829	35.482	25.176	22.799
37	35.949	26.973	24.803	35.493	25.235	23.061
38	35.931	26.909	24.630	35.552	25.401	23.515
39	35.912	26.736	24.511	35.541	25.329	23.078
40	35.932	26.869	24.558	35.560	25.448	23.543
41	35.918	26.763	24.803	35.525	25.233	23.035
42	35.878	26.640	24.815	35.532	25.265	23.835
43	35.897	26.706	24.654	35.519	25.212	23.366
44	35.883	26.647	24.995	35.525	25.259	23.618
45	35.900	26.742	24.802	35.518	25.251	23.276
46	35.880	26.634	24.116	35.488	25.162	22.950
47	35.880	26.619	24.568	35.482	25.143	22.926
48	35.866	26.621	24.169	35.443	25.063	23.101
49	35.856	26.522	24.677	35.469	25.115	23.178
50	35.858	26.542	24.462	35.468	25.092	22.812
51	35.846	26.513	24.358	35.425	24.959	22.827
52	35.835	26.449	24.438	35.398	24.848	22.601
53	35.847	26.491	24.651	35.414	24.946	22.654
54	35.807	26.335	24.391	35.381	24.860	22.891
55	35.790	26.190	23.802	35.351	24.763	22.355
56	35.781	26.200	24.145	35.343	24.722	22.972
57	35.751	26.109	23.567	35.343	24.764	22.613
58	35.778	26.170	24.069	35.295	24.598	22.318
59	35.778	26.168	23.943	35.259	24.501	22.339
60	35.767	26.130	23.994	35.321	24.645	22.212
61	35.793	26.197	23.820	35.266	24.488	22.211
62	35.742	26.094	24.121	35.184	24.322	21.607
63	35.730	26.097	23.759	35.089	24.036	21.476
64	35.688	25.854	23.808	35.227	24.407	22.026
65	35.696	25.890	23.507	35.262	24.464	22.161
66	35.715	25.936	23.573	35.268	24.535	22.379
67	35.621	25.655	23.736	35.196	24.340	21.873
68	35.633	25.709	23.376	35.221	24.363	21.931
69	35.651	25.749	23.533	35.184	24.303	22.070
70	35.672	25.789	23.775	35.196	24.377	21.989
