#Deviation	2.0716	2.6610
#Avg_STDev	6.033
#Diversity	3.588
#Entropy	0.035
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.961	22.185	24.644	35.399	25.161	24.575
2	35.814	21.384	21.804	35.693	25.467	24.049
3	36.101	22.518	23.895	35.753	25.690	24.100
4	36.093	22.502	23.950	35.819	25.894	24.766
5	36.156	22.649	24.105	35.655	25.348	22.671
6	36.266	22.745	24.434	35.861	26.117	23.600
7	36.236	22.776	24.418	35.809	25.941	24.424
8	36.212	22.742	24.714	35.733	25.639	24.543
9	36.280	22.847	24.457	35.849	26.020	24.657
10	36.176	22.709	24.426	35.730	25.629	24.511
11	36.271	22.855	24.403	35.831	25.940	24.992
12	36.197	22.737	27.475	35.738	25.576	24.583
13	36.240	22.782	24.823	35.834	25.881	25.432
14	36.211	22.760	26.652	35.764	25.710	24.869
15	36.196	22.715	24.934	35.747	25.678	24.285
16	36.180	22.722	26.563	31.109	10.093	10.038
17	36.137	22.655	24.192	35.642	25.363	24.316
18	36.154	22.677	25.112	35.529	25.019	23.985
19	36.159	22.700	26.919	35.627	25.308	24.323
20	36.155	22.694	25.471	35.649	25.373	24.346
21	36.176	22.709	27.232	35.551	25.075	23.574
22	36.156	22.689	25.085	35.595	25.167	24.225
23	36.092	22.586	24.266	35.598	25.186	24.085
24	36.140	22.673	24.251	35.544	25.038	24.218
25	36.099	22.618	23.740	35.539	24.993	23.698
26	36.055	22.522	23.188	35.486	24.895	23.860
27	36.026	22.450	25.745	35.504	24.901	23.497
28	36.008	22.400	24.034	35.512	24.943	23.632
29	36.035	22.456	25.852	35.466	24.818	23.580
30	35.987	22.382	23.860	35.452	24.812	23.342
31	36.035	22.479	24.185	35.427	24.738	23.227
32	36.000	22.415	23.935	35.398	24.670	23.372
33	36.002	22.414	26.524	35.399	24.657	23.970
34	36.003	22.417	26.425	35.353	24.550	23.191
35	35.970	22.356	25.787	35.327	24.445	23.390
