#Mean	488.277
#Median	447
#Mode	385
#STDev	221.826
#PercentOfPairs	99.990
#InsertSize	Count
35	4
36	2
37	3
38	3
39	1
40	4
41	4
42	6
43	13
44	11
45	8
46	4
47	2
48	4
49	5
50	5
51	7
52	6
53	18
54	13
55	17
56	13
57	5
58	3
59	6
60	6
61	13
62	22
63	13
64	17
65	13
66	12
67	15
68	4
69	7
70	10
71	11
72	19
73	17
74	21
75	30
76	16
77	14
78	4
79	8
80	8
81	9
82	16
83	18
84	21
85	22
86	30
87	8
88	14
89	8
90	19
91	25
92	20
93	33
94	30
95	32
96	33
97	17
98	26
99	9
100	20
101	23
102	30
103	28
104	25
105	32
106	23
107	23
108	36
109	23
110	18
111	22
112	26
113	28
114	30
115	47
116	40
117	29
118	33
119	32
120	19
121	22
122	22
123	28
124	37
125	35
126	40
127	42
128	46
129	45
130	24
131	21
132	41
133	42
134	59
135	49
136	57
137	40
138	49
139	35
140	38
141	34
142	40
143	45
144	56
145	55
146	57
147	73
148	51
149	55
150	56
151	48
152	45
153	49
154	63
155	71
156	78
157	74
158	64
159	52
160	57
161	54
162	49
163	65
164	57
165	72
166	95
167	89
168	79
169	76
170	73
171	51
172	62
173	58
174	73
175	79
176	77
177	72
178	97
179	95
180	79
181	60
182	62
183	68
184	75
185	85
186	120
187	111
188	109
189	105
190	106
191	92
192	90
193	75
194	80
195	100
196	105
197	81
198	109
199	115
200	111
201	89
202	85
203	86
204	73
205	97
206	104
207	130
208	122
209	113
210	109
211	138
212	91
213	72
214	97
215	100
216	137
217	157
218	160
219	110
220	150
221	135
222	117
223	127
224	122
225	120
226	115
227	160
228	172
229	161
230	159
231	141
232	127
233	136
234	109
235	136
236	129
237	138
238	175
239	176
240	190
241	172
242	168
243	147
244	141
245	146
246	150
247	176
248	166
249	215
250	179
251	204
252	178
253	169
254	167
255	155
256	157
257	188
258	182
259	238
260	195
261	223
262	202
263	176
264	176
265	163
266	153
267	155
268	175
269	181
270	217
271	232
272	195
273	217
274	178
275	201
276	194
277	188
278	214
279	220
280	238
281	222
282	249
283	207
284	226
285	198
286	256
287	196
288	197
289	247
290	216
291	249
292	268
293	241
294	248
295	210
296	214
297	216
298	239
299	250
300	227
301	271
302	260
303	256
304	313
305	229
306	236
307	233
308	246
309	256
310	264
311	304
312	275
313	273
314	270
315	282
316	238
317	254
318	255
319	247
320	300
321	264
322	295
323	306
324	294
325	252
326	236
327	260
328	242
329	246
330	268
331	336
332	290
333	286
334	313
335	299
336	287
337	249
338	277
339	253
340	256
341	249
342	301
343	318
344	296
345	290
346	325
347	293
348	253
349	270
350	261
351	314
352	267
353	291
354	316
355	333
356	292
357	285
358	245
359	299
360	292
361	265
362	271
363	284
364	329
365	283
366	290
367	289
368	273
369	294
370	273
371	289
372	305
373	308
374	313
375	274
376	327
377	292
378	248
379	292
380	301
381	265
382	254
383	275
384	306
385	342
386	309
387	300
388	317
389	264
390	310
391	266
392	298
393	251
394	328
395	316
396	286
397	310
398	307
399	278
400	286
401	274
402	294
403	265
404	276
405	314
406	292
407	309
408	286
409	296
410	312
411	295
412	277
413	253
414	271
415	305
416	321
417	273
418	303
419	235
420	255
421	284
422	268
423	260
424	272
425	276
426	267
427	272
428	286
429	278
430	262
431	243
432	277
433	260
434	281
435	265
436	283
437	265
438	307
439	269
440	288
441	306
442	269
443	254
444	259
445	262
446	327
447	253
448	285
449	295
450	299
451	295
452	282
453	282
454	234
455	270
456	277
457	265
458	279
459	270
460	254
461	271
462	276
463	254
464	243
465	251
466	283
467	260
468	292
469	236
470	267
471	237
472	248
473	255
474	220
475	247
476	206
477	265
478	259
479	234
480	235
481	257
482	232
483	258
484	214
485	233
486	236
487	221
488	225
489	249
490	219
491	218
492	251
493	229
494	236
495	244
496	182
497	225
498	226
499	242
500	262
501	206
502	198
503	238
504	217
505	219
506	221
507	202
508	211
509	189
510	235
511	186
512	237
513	214
514	197
515	203
516	196
517	185
518	214
519	224
520	200
521	210
522	213
523	209
524	208
525	218
526	207
527	196
528	188
529	219
530	221
531	211
532	199
533	194
534	194
535	203
536	199
537	179
538	177
539	208
540	198
541	192
542	199
543	201
544	203
545	190
546	165
547	203
548	179
549	195
550	156
551	196
552	185
553	176
554	174
555	168
556	203
557	199
558	174
559	166
560	212
561	190
562	194
563	186
564	173
565	203
566	168
567	166
568	169
569	156
570	164
571	188
572	168
573	188
574	173
575	158
576	175
577	157
578	179
579	150
580	166
581	166
582	151
583	157
584	179
585	152
586	153
587	172
588	176
589	162
590	165
591	160
592	168
593	167
594	166
595	160
596	174
597	142
598	156
599	156
600	137
601	150
602	144
603	168
604	178
605	191
606	137
607	136
608	144
609	157
610	131
611	157
612	141
613	129
614	136
615	151
616	148
617	131
618	156
619	121
620	123
621	130
622	131
623	135
624	126
625	145
626	94
627	145
628	125
629	124
630	142
631	128
632	138
633	126
634	112
635	125
636	142
637	130
638	130
639	149
640	130
641	114
642	137
643	124
644	135
645	109
646	133
647	104
648	123
649	121
650	112
651	136
652	109
653	126
654	122
655	114
656	122
657	125
658	111
659	119
660	131
661	102
662	112
663	109
664	126
665	107
666	122
667	115
668	115
669	117
670	127
671	96
672	108
673	104
674	136
675	114
676	103
677	120
678	117
679	105
680	84
681	137
682	113
683	111
684	118
685	107
686	94
687	122
688	102
689	108
690	109
691	95
692	94
693	89
694	117
695	106
696	104
697	96
698	104
699	82
700	110
701	102
702	89
703	102
704	82
705	100
706	97
707	84
708	87
709	91
710	90
711	84
712	93
713	99
714	76
715	104
716	94
717	88
718	94
719	90
720	85
721	92
722	98
723	93
724	89
725	103
726	97
727	82
728	85
729	97
730	104
731	87
732	84
733	89
734	77
735	85
736	77
737	78
738	94
739	95
740	109
741	90
742	82
743	90
744	87
745	84
746	87
747	82
748	82
749	66
750	89
751	83
752	67
753	86
754	85
755	86
756	65
757	79
758	79
759	71
760	79
761	67
762	84
763	83
764	83
765	62
766	90
767	68
768	70
769	55
770	70
771	61
772	68
773	67
774	67
775	92
776	61
777	66
778	86
779	62
780	80
781	54
782	67
783	98
784	73
785	51
786	64
787	89
788	71
789	54
790	81
791	60
792	67
793	68
794	59
795	63
796	62
797	65
798	63
799	57
800	63
801	75
802	45
803	62
804	53
805	66
806	70
807	54
808	62
809	60
810	69
811	69
812	51
813	75
814	75
815	57
816	63
817	56
818	58
819	51
820	62
821	74
822	66
823	60
824	56
825	61
826	60
827	54
828	49
829	68
830	45
831	53
832	53
833	65
834	46
835	54
836	48
837	47
838	50
839	49
840	49
841	50
842	46
843	51
844	58
845	51
846	57
847	54
848	40
849	52
850	63
851	64
852	52
853	50
854	40
855	43
856	51
857	57
858	46
859	47
860	46
861	51
862	51
863	40
864	50
865	43
866	52
867	37
868	48
869	53
870	50
871	53
872	59
873	49
874	46
875	49
876	37
877	50
878	39
879	43
880	40
881	46
882	34
883	42
884	49
885	44
886	42
887	41
888	42
889	40
890	30
891	38
892	40
893	39
894	55
895	46
896	42
897	40
898	36
899	43
900	42
901	34
902	39
903	42
904	41
905	48
906	39
907	41
908	59
909	37
910	34
911	40
912	38
913	41
914	33
915	38
916	28
917	28
918	36
919	42
920	36
921	42
922	39
923	46
924	29
925	38
926	38
927	28
928	37
929	36
930	21
931	49
932	32
933	42
934	36
935	32
936	29
937	35
938	36
939	33
940	34
941	23
942	40
943	42
944	33
945	34
946	33
947	28
948	26
949	32
950	29
951	30
952	36
953	38
954	28
955	41
956	31
957	30
958	37
959	34
960	44
961	26
962	35
963	32
964	39
965	39
966	27
967	33
968	43
969	33
970	23
971	31
972	36
973	23
974	33
975	19
976	31
977	31
978	43
979	18
980	33
981	30
982	22
983	26
984	32
985	22
986	39
987	29
988	30
989	28
990	25
991	22
992	27
993	23
994	29
995	27
996	24
997	24
998	17
999	31
1000	28
1001	35
1002	24
1003	27
1004	16
1005	27
1006	22
1007	22
1008	18
1009	31
1010	29
1011	24
1012	22
1013	18
1014	23
1015	23
1016	19
1017	18
1018	14
1019	31
1020	31
1021	22
1022	29
1023	19
1024	27
1025	18
1026	12
1027	24
1028	11
1029	35
1030	23
1031	29
1032	23
1033	14
1034	17
1035	20
1036	20
1037	24
1038	20
1039	21
1040	21
1041	12
1042	14
1043	12
1044	18
1045	14
1046	18
1047	22
1048	21
1049	28
1050	15
1051	18
1052	22
1053	19
1054	15
1055	18
1056	25
1057	15
1058	17
1059	25
1060	15
1061	19
1062	23
1063	25
1064	20
1065	13
1066	21
1067	16
1068	12
1069	13
1070	15
1071	18
1072	15
1073	18
1074	10
1075	20
1076	14
1077	16
1078	12
1079	16
1080	10
1081	17
1082	17
1083	16
1084	16
1085	13
1086	13
1087	16
1088	16
1089	15
1090	14
1091	17
1092	13
1093	12
1094	15
1095	20
1096	15
1097	18
1098	10
1099	12
1100	13
1101	10
1102	12
1103	9
1104	14
1105	14
1106	15
1107	14
1108	14
1109	14
1110	12
1111	14
1112	13
1113	15
1114	24
1115	13
1116	18
1117	16
1118	12
1119	7
1120	12
1121	12
1122	14
1123	20
1124	11
1125	8
1126	24
1127	6
1128	8
1129	8
1130	14
1131	13
1132	19
1133	10
1134	7
1135	14
1136	15
1137	9
1138	5
1139	9
1140	12
1141	8
1142	10
1143	10
1144	14
1145	10
1146	16
1147	10
1148	12
1149	10
1150	6
1151	8
1152	14
1153	12
1154	16
1155	10
1156	20
1157	7
1158	8
1159	10
1160	10
1161	10
1162	15
1163	9
1164	7
1165	10
1166	10
1167	5
1168	10
1169	8
1170	5
1171	10
1172	8
1173	7
1174	7
1175	19
1176	13
1177	6
1178	10
1179	4
1180	8
1181	11
1182	9
1183	13
1184	6
1185	10
1186	13
1187	4
1188	8
1189	10
1190	7
1191	3
1192	10
1193	5
1194	5
1195	7
1196	10
1197	6
1198	6
1199	5
1200	9
1201	4
1202	13
1203	9
1204	10
1205	6
1206	5
1207	6
1208	7
1209	8
1210	6
1211	6
1212	10
1213	4
1214	4
1215	7
1216	5
1217	9
1218	10
1219	3
1220	10
1221	12
1222	6
1223	7
1224	7
1225	13
1226	6
1227	4
1228	5
1229	10
1230	7
1231	6
1232	6
1233	12
1234	5
1235	5
1236	3
1237	1
1238	5
1239	5
1240	4
1241	8
1242	6
1243	6
1244	11
1245	2
1246	9
1247	7
1248	2
1249	2
1250	6
1251	4
1252	7
1253	3
1254	5
1255	6
1256	4
1257	2
1258	2
1259	9
1260	4
1261	5
1262	3
1263	5
1264	6
1265	3
1266	3
1267	9
1268	5
1269	4
1270	7
1271	4
1272	6
1273	2
1274	4
1275	3
1276	3
1277	3
1278	9
1279	3
1280	3
1281	3
1282	1
1283	4
1284	6
1285	3
1286	2
1287	7
1288	4
1289	5
1290	7
1291	2
1292	2
1293	2
1294	3
1295	8
1296	3
1297	3
1298	3
1299	2
1300	6
1301	3
1302	7
1303	3
1304	4
1305	3
1306	4
1307	4
1308	8
1309	2
1310	5
1311	2
1312	1
1313	6
1314	3
1315	3
1316	4
1317	1
1318	2
1319	3
1320	4
1321	2
1322	3
1323	3
1324	3
1325	4
1326	3
1327	2
1328	4
1329	3
1330	1
1331	4
1332	2
1333	3
1334	5
1335	2
1336	1
1337	4
1338	2
1339	1
1340	5
1341	1
1342	4
1343	4
1344	1
1345	5
1346	2
1347	1
1348	4
1349	9
1350	1
1351	1
1352	1
1353	1
1355	1
1356	2
1357	3
1358	3
1360	1
1361	3
1362	3
1363	3
1364	1
1365	3
1366	1
1368	1
1369	1
1370	1
1371	3
1372	3
1373	3
1374	2
1375	1
1376	2
1377	2
1378	2
1379	1
1381	2
1382	1
1383	2
1385	1
1386	5
1388	1
1391	1
1392	2
1394	1
1395	2
1396	3
1397	1
1398	2
1399	3
1400	1
1401	3
1403	1
1405	1
1406	1
1408	2
1410	3
1411	4
1413	1
1414	2
1415	2
1416	1
1417	1
1418	2
1421	1
1422	2
1425	2
1426	2
1428	2
1429	2
1430	1
1432	1
1433	1
1434	2
1435	1
1436	1
1437	2
1438	1
1442	2
1443	2
1445	4
1447	1
1448	1
1450	2
1455	2
1458	2
1459	3
1461	1
1462	1
1463	1
1464	3
1465	1
1466	1
1468	1
1471	1
1472	1
1473	2
