#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1	Match2	Sub2	Del2	Ins2	N2	Other2
1	0.99654	0.00320	0.00000	0.00000	0.00026	0.00000	0.99753	0.00247	0.00000	0.00000	0.00000	0.00000
2	0.99580	0.00399	0.00000	0.00000	0.00021	0.00000	0.99717	0.00283	0.00000	0.00000	0.00000	0.00000
3	0.99627	0.00365	0.00000	0.00002	0.00007	0.00000	0.99695	0.00305	0.00000	0.00000	0.00000	0.00000
4	0.99649	0.00338	0.00000	0.00005	0.00008	0.00000	0.99801	0.00199	0.00000	0.00000	0.00000	0.00000
5	0.99698	0.00297	0.00000	0.00005	0.00000	0.00000	0.99754	0.00245	0.00002	0.00002	0.00000	0.00000
6	0.99757	0.00233	0.00002	0.00008	0.00002	0.00000	0.99789	0.00209	0.00002	0.00002	0.00000	0.00000
7	0.99713	0.00280	0.00005	0.00007	0.00000	0.00000	0.99791	0.00206	0.00002	0.00002	0.00000	0.00000
8	0.99762	0.00227	0.00006	0.00011	0.00000	0.00000	0.99735	0.00263	0.00002	0.00002	0.00000	0.00000
9	0.99728	0.00258	0.00004	0.00015	0.00000	0.00000	0.99741	0.00259	0.00001	0.00000	0.00000	0.00000
10	0.99762	0.00227	0.00004	0.00011	0.00000	0.00000	0.99788	0.00208	0.00005	0.00004	0.00000	0.00000
11	0.99750	0.00236	0.00002	0.00014	0.00000	0.00000	0.99758	0.00240	0.00002	0.00002	0.00000	0.00000
12	0.99856	0.00130	0.00008	0.00014	0.00000	0.00000	0.99732	0.00264	0.00001	0.00004	0.00000	0.00000
13	0.99798	0.00190	0.00006	0.00012	0.00000	0.00000	0.99809	0.00188	0.00001	0.00003	0.00000	0.00000
14	0.99842	0.00146	0.00005	0.00012	0.00000	0.00000	0.99781	0.00215	0.00005	0.00003	0.00000	0.00000
15	0.99809	0.00180	0.00002	0.00011	0.00000	0.00000	0.99730	0.00265	0.00001	0.00005	0.00000	0.00000
16	0.99863	0.00128	0.00005	0.00009	0.00000	0.00000	0.99761	0.00235	0.00002	0.00003	0.00000	0.00000
17	0.99753	0.00235	0.00004	0.00012	0.00000	0.00000	0.99750	0.00244	0.00002	0.00006	0.00000	0.00000
18	0.99806	0.00188	0.00002	0.00006	0.00000	0.00000	0.99708	0.00287	0.00002	0.00005	0.00000	0.00000
19	0.99888	0.00106	0.00003	0.00005	0.00000	0.00000	0.99731	0.00264	0.00005	0.00005	0.00000	0.00000
20	0.99814	0.00178	0.00002	0.00008	0.00000	0.00000	0.99790	0.00205	0.00003	0.00005	0.00000	0.00000
21	0.99868	0.00122	0.00003	0.00010	0.00000	0.00000	0.99715	0.00281	0.00004	0.00004	0.00000	0.00000
22	0.99790	0.00199	0.00003	0.00011	0.00000	0.00000	0.99741	0.00254	0.00002	0.00005	0.00000	0.00000
23	0.99741	0.00248	0.00002	0.00010	0.00000	0.00000	0.99708	0.00285	0.00004	0.00008	0.00000	0.00000
24	0.99745	0.00245	0.00002	0.00010	0.00000	0.00000	0.99746	0.00248	0.00004	0.00006	0.00000	0.00000
25	0.99701	0.00292	0.00002	0.00006	0.00000	0.00000	0.99737	0.00256	0.00000	0.00007	0.00000	0.00000
26	0.99643	0.00348	0.00003	0.00009	0.00000	0.00000	0.99668	0.00327	0.00008	0.00005	0.00000	0.00000
27	0.99778	0.00216	0.00004	0.00005	0.00000	0.00000	0.99718	0.00277	0.00004	0.00005	0.00000	0.00000
28	0.99679	0.00314	0.00002	0.00007	0.00000	0.00000	0.99768	0.00226	0.00003	0.00006	0.00000	0.00000
29	0.99751	0.00241	0.00004	0.00008	0.00000	0.00000	0.99715	0.00278	0.00002	0.00008	0.00000	0.00000
30	0.99699	0.00293	0.00009	0.00008	0.00000	0.00000	0.99687	0.00304	0.00008	0.00009	0.00000	0.00000
31	0.99683	0.00312	0.00003	0.00005	0.00000	0.00000	0.99706	0.00282	0.00002	0.00012	0.00000	0.00000
32	0.99688	0.00306	0.00003	0.00006	0.00000	0.00000	0.99673	0.00319	0.00001	0.00008	0.00000	0.00000
33	0.99768	0.00219	0.00005	0.00013	0.00000	0.00000	0.99754	0.00240	0.00002	0.00006	0.00000	0.00000
34	0.99790	0.00192	0.00006	0.00018	0.00000	0.00000	0.99725	0.00264	0.00005	0.00011	0.00000	0.00000
35	0.99787	0.00201	0.00007	0.00012	0.00000	0.00000	0.99725	0.00265	0.00011	0.00010	0.00000	0.00000
36	0.99793	0.00197	0.00008	0.00010	0.00000	0.00000	0.99632	0.00359	0.00004	0.00008	0.00000	0.00000
37	0.99777	0.00213	0.00003	0.00010	0.00000	0.00000	0.99627	0.00364	0.00003	0.00009	0.00000	0.00000
38	0.99788	0.00202	0.00005	0.00009	0.00000	0.00000	0.99651	0.00342	0.00005	0.00007	0.00000	0.00000
39	0.99780	0.00209	0.00004	0.00012	0.00000	0.00000	0.99665	0.00327	0.00005	0.00008	0.00000	0.00000
40	0.99792	0.00195	0.00005	0.00013	0.00000	0.00000	0.99676	0.00312	0.00011	0.00012	0.00000	0.00000
41	0.99779	0.00209	0.00002	0.00012	0.00000	0.00000	0.99693	0.00297	0.00005	0.00010	0.00000	0.00000
42	0.99755	0.00232	0.00008	0.00012	0.00000	0.00000	0.99696	0.00295	0.00003	0.00009	0.00000	0.00000
43	0.99805	0.00181	0.00005	0.00014	0.00000	0.00000	0.99718	0.00272	0.00002	0.00009	0.00000	0.00000
44	0.99771	0.00212	0.00004	0.00018	0.00000	0.00000	0.99689	0.00300	0.00007	0.00011	0.00000	0.00000
45	0.99743	0.00239	0.00005	0.00018	0.00000	0.00000	0.99677	0.00307	0.00004	0.00016	0.00000	0.00000
46	0.99791	0.00195	0.00002	0.00015	0.00000	0.00000	0.99690	0.00294	0.00005	0.00016	0.00000	0.00000
47	0.99791	0.00193	0.00002	0.00016	0.00000	0.00000	0.99649	0.00339	0.00005	0.00012	0.00000	0.00000
48	0.99774	0.00216	0.00002	0.00011	0.00000	0.00000	0.99670	0.00317	0.00006	0.00013	0.00000	0.00000
49	0.99766	0.00221	0.00001	0.00013	0.00000	0.00000	0.99653	0.00335	0.00001	0.00012	0.00000	0.00000
50	0.99758	0.00226	0.00008	0.00016	0.00000	0.00000	0.99644	0.00340	0.00011	0.00016	0.00000	0.00000
51	0.99745	0.00239	0.00004	0.00016	0.00000	0.00000	0.99628	0.00357	0.00006	0.00015	0.00000	0.00000
52	0.99731	0.00254	0.00004	0.00015	0.00000	0.00000	0.99618	0.00369	0.00002	0.00013	0.00000	0.00000
53	0.99729	0.00259	0.00004	0.00012	0.00000	0.00000	0.99620	0.00368	0.00003	0.00012	0.00000	0.00000
54	0.99741	0.00251	0.00005	0.00008	0.00000	0.00000	0.99612	0.00378	0.00002	0.00010	0.00000	0.00000
55	0.99754	0.00237	0.00011	0.00009	0.00000	0.00000	0.99612	0.00375	0.00005	0.00013	0.00000	0.00000
56	0.99750	0.00240	0.00004	0.00010	0.00000	0.00000	0.99601	0.00389	0.00005	0.00010	0.00000	0.00000
57	0.99734	0.00251	0.00005	0.00015	0.00000	0.00000	0.99589	0.00394	0.00008	0.00017	0.00000	0.00000
58	0.99739	0.00244	0.00009	0.00017	0.00000	0.00000	0.99566	0.00414	0.00004	0.00021	0.00000	0.00000
59	0.99693	0.00291	0.00001	0.00016	0.00000	0.00000	0.99554	0.00432	0.00004	0.00014	0.00000	0.00000
60	0.99720	0.00265	0.00003	0.00015	0.00000	0.00000	0.99573	0.00411	0.00005	0.00015	0.00000	0.00000
61	0.99721	0.00265	0.00005	0.00014	0.00000	0.00000	0.99556	0.00431	0.00008	0.00012	0.00000	0.00000
62	0.99695	0.00280	0.00005	0.00025	0.00000	0.00000	0.99478	0.00505	0.00006	0.00016	0.00000	0.00000
63	0.99703	0.00278	0.00006	0.00018	0.00000	0.00000	0.99433	0.00549	0.00006	0.00018	0.00000	0.00000
64	0.99703	0.00287	0.00008	0.00010	0.00000	0.00000	0.99528	0.00455	0.00009	0.00016	0.00000	0.00000
65	0.99672	0.00314	0.00005	0.00014	0.00000	0.00000	0.99510	0.00477	0.00003	0.00013	0.00000	0.00000
66	0.99680	0.00310	0.00008	0.00010	0.00000	0.00000	0.99538	0.00449	0.00006	0.00013	0.00000	0.00000
67	0.99675	0.00308	0.00010	0.00017	0.00000	0.00000	0.99488	0.00498	0.00008	0.00014	0.00000	0.00000
68	0.99662	0.00322	0.00003	0.00015	0.00000	0.00000	0.99507	0.00476	0.00006	0.00018	0.00000	0.00000
69	0.99686	0.00297	0.00008	0.00017	0.00000	0.00000	0.99510	0.00477	0.00010	0.00012	0.00000	0.00000
70	0.99679	0.00302	0.00005	0.00019	0.00000	0.00000	0.99507	0.00476	0.00009	0.00017	0.00000	0.00000
71	0.99677	0.00307	0.00005	0.00016	0.00000	0.00000	0.99526	0.00460	0.00005	0.00015	0.00000	0.00000
72	0.99692	0.00296	0.00013	0.00012	0.00000	0.00000	0.99513	0.00476	0.00007	0.00011	0.00000	0.00000
73	0.99673	0.00319	0.00005	0.00008	0.00000	0.00000	0.99503	0.00482	0.00009	0.00015	0.00000	0.00000
74	0.99689	0.00302	0.00004	0.00008	0.00000	0.00000	0.99496	0.00496	0.00005	0.00008	0.00000	0.00000
75	0.99654	0.00329	0.00005	0.00016	0.00000	0.00000	0.99452	0.00535	0.00005	0.00013	0.00000	0.00000
76	0.99667	0.00317	0.00005	0.00016	0.00000	0.00000	0.99466	0.00525	0.00007	0.00009	0.00000	0.00000
77	0.99637	0.00345	0.00007	0.00018	0.00000	0.00000	0.99521	0.00468	0.00003	0.00012	0.00000	0.00000
78	0.99640	0.00348	0.00002	0.00012	0.00000	0.00000	0.99471	0.00522	0.00004	0.00007	0.00000	0.00000
79	0.99646	0.00340	0.00006	0.00015	0.00000	0.00000	0.99472	0.00520	0.00005	0.00008	0.00000	0.00000
80	0.99637	0.00346	0.00010	0.00017	0.00000	0.00000	0.99418	0.00571	0.00006	0.00012	0.00000	0.00000
81	0.99611	0.00374	0.00003	0.00015	0.00000	0.00000	0.99407	0.00580	0.00002	0.00013	0.00000	0.00000
82	0.99618	0.00367	0.00005	0.00015	0.00000	0.00000	0.99473	0.00514	0.00008	0.00014	0.00000	0.00000
