#Mean	473.565
#Median	446
#Mode	416
#STDev	190.384
#PercentOfPairs	99.987
#InsertSize	Count
35	8
36	1
38	3
39	4
40	7
41	9
42	2
43	8
44	16
45	16
46	9
47	4
48	1
49	5
50	5
51	7
52	10
53	14
54	13
55	10
56	5
57	9
58	7
59	9
60	6
61	11
62	11
63	16
64	12
65	16
66	11
67	6
68	2
69	3
70	11
71	13
72	20
73	14
74	14
75	10
76	17
77	10
78	6
79	11
80	7
81	16
82	15
83	21
84	21
85	25
86	17
87	11
88	16
89	8
90	16
91	16
92	17
93	24
94	25
95	25
96	25
97	24
98	15
99	10
100	20
101	13
102	20
103	19
104	31
105	33
106	22
107	26
108	27
109	16
110	11
111	16
112	21
113	32
114	33
115	45
116	27
117	41
118	22
119	25
120	27
121	25
122	23
123	24
124	47
125	48
126	45
127	42
128	25
129	27
130	27
131	20
132	22
133	35
134	47
135	58
136	38
137	40
138	39
139	38
140	39
141	26
142	34
143	40
144	51
145	69
146	48
147	74
148	47
149	51
150	28
151	37
152	46
153	53
154	60
155	37
156	65
157	77
158	45
159	54
160	43
161	41
162	44
163	43
164	54
165	74
166	62
167	74
168	57
169	74
170	57
171	46
172	51
173	51
174	70
175	55
176	72
177	59
178	63
179	75
180	64
181	56
182	46
183	53
184	63
185	89
186	72
187	87
188	82
189	70
190	73
191	79
192	56
193	79
194	60
195	94
196	87
197	111
198	85
199	98
200	87
201	80
202	69
203	77
204	74
205	94
206	92
207	101
208	106
209	107
210	93
211	73
212	76
213	59
214	96
215	82
216	96
217	118
218	119
219	123
220	120
221	108
222	99
223	103
224	74
225	92
226	134
227	128
228	127
229	151
230	136
231	122
232	119
233	89
234	111
235	110
236	126
237	139
238	152
239	152
240	164
241	146
242	151
243	127
244	122
245	129
246	136
247	139
248	160
249	176
250	191
251	167
252	154
253	155
254	122
255	123
256	128
257	165
258	174
259	221
260	192
261	196
262	195
263	158
264	168
265	174
266	168
267	168
268	165
269	180
270	215
271	213
272	208
273	198
274	171
275	167
276	173
277	183
278	182
279	175
280	221
281	234
282	199
283	237
284	179
285	225
286	229
287	192
288	208
289	200
290	234
291	215
292	234
293	218
294	228
295	236
296	205
297	203
298	206
299	235
300	253
301	239
302	263
303	255
304	271
305	244
306	209
307	189
308	217
309	242
310	287
311	283
312	300
313	282
314	286
315	281
316	238
317	216
318	234
319	214
320	278
321	276
322	281
323	311
324	288
325	310
326	255
327	260
328	280
329	276
330	269
331	306
332	300
333	288
334	304
335	316
336	322
337	254
338	294
339	270
