#Deviation	2.4431	2.5475
#Avg_STDev	6.285
#Diversity	3.822
#Entropy	0.039
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.285	21.051	23.963	35.057	24.267	23.491
2	35.339	21.214	23.516	35.382	24.634	23.404
3	35.619	21.652	24.126	35.476	24.891	23.025
4	35.586	21.626	24.605	35.452	24.858	23.439
5	35.724	21.880	25.030	35.388	24.640	21.730
6	35.945	22.138	26.271	35.553	25.156	23.017
7	35.876	22.031	25.892	35.470	24.831	23.072
8	35.885	22.072	25.907	35.375	24.586	23.088
9	35.934	22.085	26.173	35.524	24.989	23.465
10	35.815	21.979	25.758	35.326	24.468	23.153
11	36.020	22.266	26.526	35.533	25.024	23.589
12	35.870	21.788	27.037	35.356	24.576	23.353
13	35.974	22.160	26.705	35.494	24.898	23.643
14	35.902	22.104	27.571	35.376	24.639	23.430
15	35.912	22.135	27.228	35.371	24.554	23.235
16	35.875	22.097	27.918	35.321	24.422	22.985
17	35.852	22.034	26.562	35.294	24.350	23.252
18	35.846	22.043	27.126	35.294	24.406	23.017
19	35.864	22.075	27.526	35.244	24.280	22.962
20	35.845	22.057	27.417	35.289	24.323	23.227
21	35.869	22.069	26.968	35.281	24.405	22.877
22	35.845	22.055	26.457	35.295	24.387	22.908
23	35.830	22.021	26.509	35.213	24.180	22.690
24	35.819	22.041	26.190	35.228	24.255	22.582
25	35.787	21.961	26.109	35.212	24.225	22.568
26	35.731	21.867	25.005	35.139	24.009	22.632
27	35.710	21.810	25.571	35.122	23.967	22.279
28	35.715	21.842	25.312	35.139	23.985	22.647
29	35.695	21.796	26.125	35.123	23.976	22.661
30	35.694	21.811	24.993	35.092	23.896	22.148
31	35.677	21.787	24.896	35.084	23.917	22.532
32	35.664	21.764	24.908	35.074	23.855	22.226
33	35.665	21.767	25.502	35.061	23.864	22.266
34	35.657	21.759	25.847	35.032	23.778	22.312
35	35.645	21.726	26.030	35.053	23.811	22.155
36	35.848	26.628	25.700	34.989	23.801	22.008
37	35.862	26.690	25.999	34.999	23.860	22.116
38	35.847	26.570	25.772	34.962	23.796	22.039
39	35.825	26.496	25.627	34.955	23.753	21.933
40	35.792	25.959	25.385	34.935	23.699	22.058
41	35.794	26.375	25.684	34.924	23.689	22.058
42	35.745	26.217	25.298	34.963	23.783	22.089
43	35.784	26.340	25.528	34.954	23.713	22.331
44	35.753	26.245	25.418	34.927	23.654	22.405
45	35.752	26.002	25.091	34.857	23.519	21.635
46	35.712	26.026	25.179	34.884	23.583	21.889
47	35.728	26.063	25.363	34.831	23.494	21.907
48	35.742	26.201	25.639	34.829	23.431	21.298
49	35.731	26.183	25.697	34.844	23.522	21.657
50	35.712	26.103	25.128	34.806	23.467	21.510
51	35.710	26.015	25.153	34.798	23.378	21.715
52	35.703	25.987	25.362	34.770	23.306	21.459
53	35.688	25.958	24.808	34.762	23.352	21.233
54	35.659	25.875	25.139	34.707	23.166	21.084
55	35.641	25.800	24.467	34.731	23.290	21.322
56	35.610	25.661	24.795	34.755	23.265	21.666
57	35.597	25.681	24.866	34.711	23.196	20.899
58	35.621	25.654	24.679	34.652	23.094	20.875
59	35.628	25.706	24.667	34.698	23.167	21.143
60	35.601	25.613	24.644	34.704	23.232	20.967
61	35.590	25.571	24.305	34.729	23.218	21.031
62	35.569	25.509	24.465	34.728	23.240	21.374
63	35.561	25.489	24.109	34.682	23.136	21.070
64	35.576	25.577	24.324	34.650	23.107	21.203
65	35.557	25.490	23.844	34.602	23.026	20.762
66	35.541	25.534	24.250	34.545	22.885	20.458
67	35.486	25.301	23.834	34.511	22.785	20.367
68	35.534	25.454	24.087	34.571	22.959	20.719
69	35.540	25.460	24.147	34.569	22.942	20.695
70	35.493	25.245	23.731	34.535	22.870	20.576
71	35.453	25.179	23.740	34.514	22.848	20.572
72	35.442	25.158	23.851	34.499	22.778	20.176
73	35.445	25.131	23.776	34.485	22.734	20.425
74	35.466	25.236	23.898	34.473	22.733	20.364
75	35.448	25.166	23.673	34.436	22.661	20.458
76	35.407	25.004	23.442	34.428	22.710	20.116
