#Deviation	2.1484	2.5587
#Avg_STDev	6.204
#Diversity	3.736
#Entropy	0.038
#BaseNum	Read1_linear	Read1_log	Read1_measured	Read2_linear	Read2_log	Read2_measured
1	35.406	21.405	23.721	35.359	24.692	24.488
2	35.372	21.346	22.734	35.562	25.064	23.734
3	35.644	21.728	23.383	35.637	25.322	23.428
4	35.631	21.743	23.659	35.649	25.280	24.037
5	35.683	21.890	23.943	35.515	24.918	22.955
6	35.955	22.256	24.325	35.750	25.715	23.878
7	35.912	22.191	23.804	35.649	25.304	24.158
8	35.880	22.151	24.552	35.573	25.126	23.710
9	35.944	22.228	24.194	35.728	25.563	23.642
10	35.847	22.127	24.695	35.520	24.971	24.116
11	36.035	22.346	24.205	35.747	25.684	23.857
12	35.910	22.224	25.928	35.537	25.033	23.893
13	35.970	22.270	24.943	35.700	25.549	24.857
14	35.909	22.201	25.912	35.557	25.103	23.847
15	35.884	22.159	24.892	35.548	25.027	23.768
16	35.889	22.185	25.802	35.507	24.945	23.908
17	35.833	22.104	24.792	35.479	24.903	23.768
18	35.875	22.190	24.707	35.454	24.752	23.538
19	35.900	22.226	26.698	35.500	24.878	23.729
20	35.894	22.212	25.574	35.505	24.908	24.011
21	35.870	22.156	25.817	35.467	24.830	23.172
22	35.834	22.125	25.086	35.459	24.850	23.690
23	35.809	22.083	24.237	35.422	24.698	23.104
24	35.819	22.096	24.183	35.402	24.632	23.492
25	35.793	22.070	23.903	35.369	24.542	23.356
26	35.738	21.935	23.251	35.383	24.647	23.428
27	35.726	21.920	24.552	35.327	24.455	23.548
28	35.704	21.634	23.735	35.328	24.451	23.652
29	35.733	21.851	24.671	35.278	24.339	23.062
30	35.694	21.875	23.565	35.288	24.375	23.338
31	35.674	21.844	23.500	35.244	24.250	22.656
32	35.661	21.857	23.621	35.249	24.280	23.181
33	35.664	21.840	25.099	35.228	24.241	22.939
34	35.672	21.835	24.956	35.238	24.238	23.054
35	35.647	21.607	24.937	35.218	24.148	22.748
36	35.829	26.267	24.823	35.183	24.381	23.285
37	35.860	26.650	25.072	35.202	24.377	23.087
38	35.836	26.476	24.892	35.167	24.328	22.440
39	35.797	26.331	25.085	35.166	24.275	22.779
40	35.825	26.496	25.544	35.112	24.169	22.498
41	35.827	26.502	25.343	35.125	24.168	22.834
42	35.831	26.520	25.785	35.138	24.205	22.491
43	35.782	26.298	25.400	35.124	24.164	22.873
44	35.798	26.373	25.573	35.090	24.040	22.755
45	35.782	25.638	24.866	35.094	24.074	22.382
46	35.746	25.959	25.506	35.061	23.969	22.145
47	35.749	26.154	25.191	35.006	23.883	22.388
48	35.752	26.146	25.031	35.021	23.911	21.933
49	35.725	26.086	24.979	35.007	23.859	22.227
50	35.746	26.161	25.753	34.998	23.847	22.282
51	35.725	26.076	24.815	34.968	23.785	22.011
52	35.708	26.069	24.777	34.925	23.688	21.586
53	35.692	25.903	24.902	34.894	23.627	21.824
54	35.678	25.913	24.567	34.886	23.600	21.474
55	35.678	25.809	24.901	34.906	23.680	21.843
56	35.678	25.931	24.776	34.901	23.630	21.579
57	35.679	25.910	24.952	34.860	23.534	21.627
58	35.671	25.839	24.801	34.856	23.578	21.792
59	35.589	25.606	24.354	34.811	23.437	21.230
60	35.649	25.784	24.332	34.803	23.418	21.307
61	35.560	25.470	24.265	34.778	23.363	21.302
62	35.628	25.756	24.513	34.798	23.415	21.432
63	35.588	25.598	23.644	34.723	23.235	21.005
64	35.578	25.490	24.738	34.791	23.385	21.147
65	35.542	25.434	24.177	34.728	23.243	21.077
66	35.568	25.504	23.988	34.715	23.198	21.051
67	35.548	25.447	24.274	34.658	23.158	20.870
68	35.556	25.500	24.070	34.667	23.141	20.951
69	35.555	25.525	24.476	34.690	23.200	21.081
70	35.509	25.280	24.091	34.679	23.133	20.730
71	35.490	25.273	23.976	34.628	23.065	20.854
72	35.492	25.316	23.557	34.578	23.003	20.240
73	35.439	25.100	23.669	34.596	22.992	20.472
74	35.425	24.563	23.018	34.566	22.967	20.523
75	35.434	25.127	23.454	34.539	22.889	20.713
76	35.429	25.134	23.536	34.528	22.866	20.259
77	35.372	24.921	23.120	34.538	22.887	20.507
78	35.362	24.916	23.516	34.534	22.892	20.511
79	35.343	24.744	23.335	34.496	22.775	20.188
80	35.381	24.961	23.370	34.464	22.768	20.157
81	35.393	25.008	23.170	34.474	22.762	20.005
82	35.393	24.991	23.723	34.483	22.823	20.386
83	35.317	24.723	23.034	34.447	22.734	20.230
84	35.300	24.756	23.001	34.475	22.736	20.160
85	35.272	24.665	22.624	34.431	22.679	20.108
86	35.272	24.667	22.927	34.388	22.623	20.065
87	35.293	24.654	22.854	34.342	22.520	19.935
88	35.251	24.583	23.106	34.392	22.600	19.874
89	35.271	24.627	22.814	34.274	22.438	19.635
90	35.225	24.489	22.697	34.279	22.429	19.590
91	35.203	24.429	22.547	34.198	22.264	19.238
92	35.155	24.322	22.316	34.252	22.361	19.630
93	35.155	24.384	22.635	34.190	22.263	19.276
94	35.151	24.344	22.364	34.172	22.233	19.198
95	35.136	24.312	22.385	34.226	22.376	19.420
96	35.155	24.347	22.701	34.147	22.220	19.245
97	35.157	24.379	22.419	34.080	22.117	19.104
98	35.130	24.285	22.354	34.125	22.175	19.120
99	35.146	24.272	22.446	34.174	22.290	19.197
100	35.132	24.266	22.118	34.119	22.185	18.868
101	35.125	24.297	22.138	33.989	21.942	18.751
102	35.062	24.134	22.090	33.964	21.932	18.606
103	35.034	24.030	21.991	34.033	22.033	18.731
104	35.071	24.159	22.218	34.036	22.048	18.878
105	34.989	23.877	21.682	33.948	21.871	18.427
106	34.948	23.813	21.410	33.952	21.880	18.790
107	34.971	23.864	21.619	33.940	21.862	18.486
108	34.901	23.740	21.154	33.925	21.857	18.565
109	34.904	23.731	21.323	33.863	21.777	18.392
110	34.864	23.637	21.385	33.838	21.705	18.195
111	34.856	23.590	21.061	33.880	21.802	18.396
112	34.849	23.613	20.947	33.821	21.705	18.492
113	34.850	23.599	21.151	33.780	21.634	18.245
114	34.870	23.622	21.226	33.713	21.554	17.978
115	34.824	23.552	21.165	33.684	21.467	17.971
116	34.821	23.546	20.923	33.668	21.505	17.854
117	34.802	23.526	21.056	33.607	21.366	17.718
118	34.787	23.475	21.092	33.677	21.489	17.855
119	34.751	23.394	20.638	33.668	21.496	17.816
120	34.712	23.287	20.571	33.623	21.420	17.740
121	34.740	23.320	20.528	33.566	21.344	17.654
122	34.682	23.281	20.622	33.574	21.360	17.552
123	34.667	23.246	20.494	33.572	21.350	17.566
124	34.592	23.092	20.241	33.534	21.271	17.339
125	34.602	23.067	20.301	33.550	21.259	17.457
126	34.605	23.129	20.384	33.425	21.099	17.192
127	34.561	23.027	20.172	33.294	20.954	16.872
128	34.523	22.918	19.956	33.347	21.035	16.972
129	34.524	22.923	19.775	33.310	20.975	16.956
130	34.466	22.837	19.688	33.221	20.890	16.663
131	34.478	22.790	19.758	33.319	21.007	16.936
132	34.478	22.856	19.561	33.299	20.970	16.952
133	34.395	22.703	19.732	33.235	20.909	16.725
134	34.423	22.746	19.742	33.262	20.905	16.741
135	34.464	22.857	19.461	33.249	20.939	16.839
136	34.395	22.678	19.670	33.199	20.819	16.413
137	34.301	22.519	19.322	33.174	20.830	16.666
138	34.339	22.596	19.421	33.174	20.777	16.698
139	34.232	22.388	19.021	33.000	20.591	16.312
140	34.301	22.514	19.203	32.921	20.499	16.010
141	34.243	22.392	19.120	32.950	20.580	16.081
142	34.227	22.407	19.139	32.980	20.579	16.148
143	34.078	22.146	18.616	32.873	20.469	15.996
144	34.117	22.210	18.976	32.863	20.428	15.930
145	33.996	21.980	18.486	32.840	20.416	16.042
146	34.002	21.990	18.448	32.853	20.418	16.079
147	34.109	22.153	18.572	32.800	20.400	15.965
148	34.038	22.050	18.643	32.707	20.277	15.740
149	33.866	21.814	18.087	32.770	20.343	15.971
150	33.910	21.907	18.079	32.742	20.279	15.862
151	33.473	21.205	15.792	32.103	19.613	13.589
