#Mean	500.181
#Median	470
#Mode	416
#STDev	205.936
#PercentOfPairs	99.988
#InsertSize	Count
20	1
35	7
36	3
37	3
38	4
39	3
40	2
41	3
43	10
44	7
45	6
46	7
47	4
48	4
49	8
50	5
51	12
52	10
53	12
54	7
55	7
56	16
57	9
58	9
59	12
60	5
61	11
62	7
63	19
64	10
65	21
66	9
67	12
68	9
69	7
70	6
71	13
72	15
73	17
74	11
75	16
76	19
77	13
78	8
79	5
80	13
81	11
82	14
83	23
84	28
85	17
86	17
87	17
88	9
89	6
90	12
91	21
92	12
93	22
94	21
95	15
96	27
97	24
98	12
99	6
100	11
101	15
102	20
103	25
104	20
105	37
106	30
107	24
108	12
109	9
110	20
111	16
112	22
113	23
114	25
115	28
116	27
117	29
118	26
119	23
120	17
121	19
122	23
123	17
124	28
125	35
126	29
127	35
128	28
129	25
130	22
131	18
132	26
133	29
134	32
135	46
136	49
137	39
138	33
139	31
140	29
141	35
142	20
143	33
144	49
145	59
146	59
147	54
148	41
149	30
150	32
151	35
152	35
153	30
154	32
155	45
156	41
157	51
158	55
159	43
160	41
161	43
162	43
163	35
164	53
165	47
166	49
167	48
168	53
169	50
170	45
171	52
172	45
173	41
174	46
175	61
176	63
177	67
178	83
179	60
180	51
181	40
182	46
183	59
184	45
185	66
186	62
187	70
188	61
189	73
190	65
191	61
192	54
193	41
194	49
195	68
196	63
197	91
198	91
199	77
200	74
201	65
202	62
203	70
204	66
205	90
206	76
207	83
208	97
209	103
210	86
211	60
212	73
213	64
214	84
215	78
216	89
217	85
218	102
219	80
220	87
221	95
222	80
223	67
224	91
225	86
226	88
227	114
228	116
229	124
230	123
231	97
232	116
233	83
234	80
235	90
236	102
237	105
238	155
239	115
240	139
241	111
242	115
243	99
244	116
245	73
246	109
247	111
248	107
249	137
250	128
251	99
252	122
253	74
254	127
255	106
256	102
257	130
258	161
259	133
260	131
261	144
262	123
263	143
264	120
265	126
266	130
267	129
268	155
269	147
270	157
271	147
272	144
273	145
274	147
275	130
276	113
277	170
278	151
279	138
280	162
281	197
282	185
283	161
284	166
285	162
286	150
287	155
288	177
289	195
290	189
291	181
292	167
293	147
294	177
295	166
296	194
297	188
298	152
299	198
300	162
301	218
302	236
303	196
304	178
305	222
306	159
307	184
308	178
309	174
310	207
311	231
312	199
313	210
314	209
315	205
316	228
317	155
318	172
319	216
320	242
321	228
322	249
323	252
324	217
325	203
326	185
327	208
328	210
329	191
330	251
331	202
332	246
333	281
334	265
335	214
336	195
337	211
338	215
339	232
340	237
341	270
342	223
343	243
344	263
345	269
346	260
347	216
348	229
349	227
350	235
351	236
352	271
353	281
354	224
355	275
356	287
357	246
358	252
359	242
360	256
361	238
362	266
363	285
364	298
365	268
366	260
367	273
368	221
369	257
370	280
371	239
372	257
373	285
374	299
375	271
376	310
377	257
378	278
379	272
380	251
381	263
382	263
383	297
384	305
385	260
386	295
387	267
388	263
389	237
390	227
391	248
392	263
393	270
394	306
395	296
396	297
397	281
398	278
399	260
400	274
401	276
402	267
403	301
404	302
405	301
406	281
407	300
408	301
409	264
410	273
411	280
412	297
413	264
414	283
415	307
416	329
417	299
418	286
419	300
420	313
421	265
422	297
423	298
424	255
425	304
426	276
427	311
428	300
429	319
430	279
431	274
432	297
433	307
434	276
435	267
436	284
437	309
438	326
439	295
440	278
441	287
442	277
443	248
444	279
445	261
446	321
447	290
448	293
449	281
450	282
451	288
452	271
453	263
454	304
455	328
456	246
457	262
458	282
459	278
460	265
461	275
462	288
463	249
464	267
465	272
466	282
467	252
468	302
469	274
470	262
471	233
472	294
473	264
474	244
475	252
476	285
477	276
478	261
479	242
480	287
481	227
482	236
483	249
484	250
485	231
486	291
487	248
488	289
489	248
490	259
491	276
492	241
493	268
494	245
495	268
496	216
497	266
498	228
499	271
500	241
501	273
502	263
503	237
504	294
505	230
506	266
507	259
508	221
509	250
510	256
511	226
512	244
513	251
514	234
515	227
516	232
517	234
518	233
519	256
520	226
521	235
522	267
523	232
524	238
525	181
526	252
527	226
528	243
529	204
530	224
531	222
532	233
533	246
534	224
535	192
536	229
537	257
538	214
539	214
540	229
