#Mean	37.870
#Median	37
#Mode	37
#STDev	5.924
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	4
22	7
23	5
24	14
25	21
26	44
27	62
28	111
29	143
30	209
31	275
32	305
33	320
34	387
35	422
36	475
37	509
38	479
39	481
40	416
41	342
42	293
43	236
44	203
45	141
46	124
47	110
48	89
49	75
50	66
51	56
52	40
53	42
54	35
55	28
56	13
57	7
58	1
59	1
60	0
61	0
62	1
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
