#Mean	37.830
#Median	37
#Mode	38
#STDev	5.997
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	9
23	5
24	12
25	16
26	49
27	53
28	100
29	160
30	219
31	272
32	310
33	330
34	375
35	454
36	440
37	445
38	482
39	428
40	358
41	327
42	285
43	221
44	196
45	162
46	129
47	108
48	92
49	76
50	66
51	51
52	35
53	41
54	30
55	19
56	12
57	14
58	4
59	6
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
