#Mean	37.841
#Median	37
#Mode	36
#STDev	5.965
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	4
22	3
23	6
24	15
25	36
26	38
27	57
28	102
29	159
30	183
31	247
32	299
33	364
34	398
35	399
36	496
37	461
38	458
39	428
40	393
41	327
42	305
43	224
44	184
45	169
46	134
47	106
48	82
49	60
50	56
51	40
52	51
53	52
54	27
55	22
56	17
57	9
58	1
59	3
60	2
61	1
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
