#Mean	37.878
#Median	37
#Mode	37
#STDev	6.033
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	2
21	1
22	12
23	7
24	13
25	21
26	39
27	57
28	111
29	192
30	232
31	238
32	294
33	328
34	373
35	410
36	472
37	506
38	483
39	474
40	361
41	322
42	276
43	265
44	187
45	158
46	127
47	127
48	112
49	75
50	62
51	56
52	50
53	41
54	28
55	24
56	12
57	11
58	2
59	1
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
