#Mean	38.052
#Median	38
#Mode	39
#STDev	5.989
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	1
18	1
19	2
20	0
21	0
22	5
23	7
24	3
25	16
26	38
27	64
28	84
29	162
30	191
31	263
32	292
33	315
34	393
35	437
36	440
37	442
38	444
39	452
40	380
41	322
42	269
43	260
44	209
45	168
46	160
47	116
48	74
49	77
50	70
51	59
52	47
53	42
54	39
55	15
56	17
57	9
58	3
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
