#Mean	37.755
#Median	37
#Mode	37
#STDev	5.855
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	2
21	1
22	3
23	10
24	8
25	21
26	37
27	58
28	121
29	135
30	224
31	235
32	327
33	385
34	393
35	457
36	438
37	477
38	460
39	477
40	408
41	330
42	284
43	207
44	184
45	139
46	146
47	101
48	90
49	82
50	67
51	52
52	43
53	35
54	37
55	14
56	10
57	2
58	3
59	1
60	1
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
